hsa,kegg_id,drug_name,drug_concept,year
hsa04114,dr:D08166,Medroxyprogesterone,chemical_mesh_d008525,1960
hsa04114,dr:D08167,Megestrol,chemical_mesh_d008535,1964
hsa04114,dr:D08281,nomegestrol acetate,chemical_mesh_c038501,1983
hsa04114,dr:D08285,norethindrone enanthate,chemical_mesh_c024319,1968
hsa04114,dr:D08431,Promegestone,chemical_mesh_d011397,1974
hsa04114,dr:D08573,testosterone decanoate,chemical_mesh_c041677,1975
hsa04114,dr:D09567,ulipristal,chemical_mesh_c094854,1993
hsa04114,dr:D09687,ulipristal acetate,chemical_mesh_c555622,2009
hsa04114,dr:D09972,telapristone acetate,chemical_mesh_c461063,2004
hsa04114,dr:D10986,ST 1435,chemical_mesh_c029167,1976
hsa04115,dr:D00341,Hydroxyurea,chemical_mesh_d006918,1963
hsa04142,dr:D05031,migalastat,chemical_mesh_c090092,1994
hsa04142,dr:D08955,odanacatib,chemical_mesh_c527128,2008
hsa04142,dr:D09605,1-Deoxynojirimycin,chemical_mesh_d017485,1981
hsa04144,dr:D06297,vicriviroc,chemical_mesh_c486781,2004
hsa04145,dr:D00570,Colchicine,chemical_mesh_d003078,1890
hsa04146,dr:D00224,Allopurinol,chemical_mesh_d000493,1964
hsa04146,dr:D02365,Oxypurinol,chemical_mesh_d010117,1966
hsa04146,dr:D07278,tisopurine,chemical_mesh_c005832,1968
hsa04150,dr:D06068,temsirolimus,chemical_mesh_c401859,1999
hsa04150,dr:D06221,triciribine phosphate,chemical_mesh_c014205,1984
hsa04150,dr:D08900,ridaforolimus,chemical_mesh_c515074,2003
hsa04151,dr:D04262,fostriecin,chemical_mesh_c040313,1983
hsa04151,dr:D04696,lestaurtinib,chemical_mesh_c119379,1999
hsa04151,dr:D05029,midostaurin,chemical_mesh_c059539,1989
hsa04151,dr:D06005,tandutinib,chemical_mesh_c464670,2002
hsa04151,dr:D06221,triciribine phosphate,chemical_mesh_c014205,1984
hsa04151,dr:D06285,vatalanib,chemical_mesh_c404768,2000
hsa04151,dr:D06554,17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,chemical_mesh_c448659,1984
hsa04151,dr:D06650,tanespimycin,chemical_mesh_c112765,1995
hsa04151,dr:D08279,tozasertib,chemical_mesh_c484810,2004
hsa04151,dr:D08503,toceranib phosphate,chemical_mesh_c464577,2002
hsa04151,dr:D08878,brivanib,chemical_mesh_c509922,2006
hsa04151,dr:D09635,linifanib,chemical_mesh_c513486,2006
hsa04151,dr:D10189,"2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine",chemical_mesh_c532162,2008
hsa04151,dr:D10552,dactolisib,chemical_mesh_c531198,2008
hsa04152,dr:D00595,Buformin,chemical_mesh_d002026,1964
hsa04152,dr:D00944,Metformin,chemical_mesh_d008687,1958
hsa04152,dr:D04132,farglitazar,chemical_mesh_c422415,2000
hsa04152,dr:D08351,Phenformin,chemical_mesh_d010629,1958
hsa04210,dr:D08976,pomalidomide,chemical_mesh_c467566,2001
hsa04210,dr:D09692,veliparib,chemical_mesh_c521013,2007
hsa04210,dr:D09730,olaparib,chemical_mesh_c531550,2008
hsa04210,dr:D10079,rucaparib,chemical_mesh_c531549,2007
hsa04217,dr:D09692,veliparib,chemical_mesh_c521013,2007
hsa04217,dr:D09730,olaparib,chemical_mesh_c531550,2008
hsa04217,dr:D10079,rucaparib,chemical_mesh_c531549,2007
hsa04218,dr:D00107,Tacrolimus,chemical_mesh_d016559,1987
hsa04218,dr:D00184,Cyclosporine,chemical_mesh_d016572,1957
hsa04218,dr:D01583,pirfenidone,chemical_mesh_c093844,1995
hsa04218,dr:D05480,pimecrolimus,chemical_mesh_c117268,1997
hsa04218,dr:D06160,tiplaxtinin,chemical_mesh_c488103,2004
hsa04218,dr:D09033,voclosporin,chemical_mesh_c484071,2001
hsa04260,dr:D00112,Ouabain,chemical_mesh_d010042,1890
hsa04260,dr:D00297,Digitoxin,chemical_mesh_d004074,1911
hsa04260,dr:D00298,Digoxin,chemical_mesh_d004077,1946
hsa04260,dr:D00319,Felodipine,chemical_mesh_d015736,1981
hsa04260,dr:D00349,Isradipine,chemical_mesh_d017275,1983
hsa04260,dr:D00437,Nifedipine,chemical_mesh_d009543,1972
hsa04260,dr:D00438,Nimodipine,chemical_mesh_d009553,1979
hsa04260,dr:D00615,Amlodipine,chemical_mesh_d017311,1986
hsa04260,dr:D00616,Diltiazem,chemical_mesh_d004110,1971
hsa04260,dr:D00617,Nicardipine,chemical_mesh_d009529,1975
hsa04260,dr:D00618,Nisoldipine,chemical_mesh_d015737,1980
hsa04260,dr:D00619,Verapamil,chemical_mesh_d014700,1963
hsa04260,dr:D00629,Nitrendipine,chemical_mesh_d009568,1981
hsa04260,dr:D00631,Bepridil,chemical_mesh_d015764,1977
hsa04260,dr:D00645,Bretylium Tosylate,chemical_mesh_d001950,1960
hsa04260,dr:D01104,mepirodipine,chemical_mesh_c050699,1986
hsa04260,dr:D01145,azelnidipine,chemical_mesh_c061679,1989
hsa04260,dr:D01151,"1,4-dihydropyridine",chemical_mesh_c038806,1965
hsa04260,dr:D01171,monatepil,chemical_mesh_c067818,1990
hsa04260,dr:D01173,cilnidipine,chemical_mesh_c065927,1990
hsa04260,dr:D01240,Deslanoside,chemical_mesh_d003892,1957
hsa04260,dr:D01369,bevantolol,chemical_mesh_c021148,1975
hsa04260,dr:D01379,Proscillaridin,chemical_mesh_d011442,1964
hsa04260,dr:D01553,manidipine,chemical_mesh_c054218,1987
hsa04260,dr:D01562,aranidipine,chemical_mesh_c059427,1988
hsa04260,dr:D01604,efonidipine,chemical_mesh_c066425,1990
hsa04260,dr:D01849,lercanidipine,chemical_mesh_c060343,1996
hsa04260,dr:D01908,nilvadipine,chemical_mesh_c035100,1982
hsa04260,dr:D01933,AE0047,chemical_mesh_c064970,1990
hsa04260,dr:D01969,Gallopamil,chemical_mesh_d005711,1957
hsa04260,dr:D01972,lanatoside C,chemical_mesh_c018548,1945
hsa04260,dr:D02045,benidipine hydrochloride,chemical_mesh_c050883,1986
hsa04260,dr:D03406,cariporide,chemical_mesh_c093373,1995
hsa04260,dr:D03536,clentiazem,chemical_mesh_c056595,1988
hsa04260,dr:D03655,darodipine,chemical_mesh_c034600,1982
hsa04260,dr:D04657,lacidipine,chemical_mesh_c060285,1988
hsa04260,dr:D05024,Mibefradil,chemical_mesh_d020748,1986
hsa04260,dr:D05442,perhexiline maleate,chemical_mesh_c023470,1969
hsa04260,dr:D06129,Tiapamil Hydrochloride,chemical_mesh_d013976,1977
hsa04260,dr:D06881,Acetyldigitoxins,chemical_mesh_d000112,1953
hsa04260,dr:D07185,Fendiline,chemical_mesh_d005275,1975
hsa04260,dr:D07509,benidipine,chemical_mesh_c061004,1989
hsa04260,dr:D07555,Acetyldigoxins,chemical_mesh_d000113,1954
hsa04260,dr:D08340,Perhexiline,chemical_mesh_d010480,1970
hsa04260,dr:D08892,clevidipine,chemical_mesh_c118563,1997
hsa04260,dr:D09789,NKY 722,chemical_mesh_c058351,1988
hsa04260,dr:D09847,Medigoxin,chemical_mesh_d008520,1971
hsa04261,dr:D00076,Norepinephrine,chemical_mesh_d009638,1947
hsa04261,dr:D00095,Epinephrine,chemical_mesh_d004837,1903
hsa04261,dr:D00112,Ouabain,chemical_mesh_d010042,1890
hsa04261,dr:D00124,Ephedrine,chemical_mesh_d004809,1925
hsa04261,dr:D00235,Atenolol,chemical_mesh_d001262,1972
hsa04261,dr:D00297,Digitoxin,chemical_mesh_d004074,1911
hsa04261,dr:D00298,Digoxin,chemical_mesh_d004077,1946
hsa04261,dr:D00303,Disopyramide,chemical_mesh_d004206,1962
hsa04261,dr:D00319,Felodipine,chemical_mesh_d015736,1981
hsa04261,dr:D00349,Isradipine,chemical_mesh_d017275,1983
hsa04261,dr:D00357,Losartan,chemical_mesh_d019808,1989
hsa04261,dr:D00358,Lidocaine,chemical_mesh_d008012,1948
hsa04261,dr:D00378,Timolol,chemical_mesh_d013999,1972
hsa04261,dr:D00432,Nadolol,chemical_mesh_d009248,1975
hsa04261,dr:D00437,Nifedipine,chemical_mesh_d009543,1972
hsa04261,dr:D00438,Nimodipine,chemical_mesh_d009553,1979
hsa04261,dr:D00477,Procainamide,chemical_mesh_d011342,1948
hsa04261,dr:D00483,Propranolol,chemical_mesh_d011433,1964
hsa04261,dr:D00509,Phentolamine,chemical_mesh_d010646,1950
hsa04261,dr:D00511,Phenylephrine,chemical_mesh_d010656,1944
hsa04261,dr:D00513,Pindolol,chemical_mesh_d010869,1969
hsa04261,dr:D00522,candesartan,chemical_mesh_c081643,1993
hsa04261,dr:D00597,Acebutolol,chemical_mesh_d000070,1947
hsa04261,dr:D00598,Betaxolol,chemical_mesh_d015784,1979
hsa04261,dr:D00599,Carteolol,chemical_mesh_d002354,1974
hsa04261,dr:D00600,Labetalol,chemical_mesh_d007741,1971
hsa04261,dr:D00601,Metoprolol,chemical_mesh_d008790,1974
hsa04261,dr:D00602,Penbutolol,chemical_mesh_d010394,1972
hsa04261,dr:D00608,Doxazosin,chemical_mesh_d017292,1980
hsa04261,dr:D00609,Prazosin,chemical_mesh_d011224,1970
hsa04261,dr:D00615,Amlodipine,chemical_mesh_d017311,1986
hsa04261,dr:D00616,Diltiazem,chemical_mesh_d004110,1971
hsa04261,dr:D00617,Nicardipine,chemical_mesh_d009529,1975
hsa04261,dr:D00618,Nisoldipine,chemical_mesh_d015737,1980
hsa04261,dr:D00626,candesartan cilexetil,chemical_mesh_c077793,1877
hsa04261,dr:D00629,Nitrendipine,chemical_mesh_d009568,1981
hsa04261,dr:D00632,Dobutamine,chemical_mesh_d004280,1974
hsa04261,dr:D00634,Bisoprolol,chemical_mesh_d017298,1984
hsa04261,dr:D00636,Amiodarone,chemical_mesh_d000638,1967
hsa04261,dr:D00638,Flecainide,chemical_mesh_d005424,1977
hsa04261,dr:D00639,Mexiletine,chemical_mesh_d008801,1970
hsa04261,dr:D00640,Propafenone,chemical_mesh_d011405,1961
hsa04261,dr:D00644,esmolol,chemical_mesh_c036604,1982
hsa04261,dr:D00645,Bretylium Tosylate,chemical_mesh_d001950,1960
hsa04261,dr:D00997,Tolazoline,chemical_mesh_d014043,1945
hsa04261,dr:D01019,Metaraminol,chemical_mesh_d008680,1952
hsa04261,dr:D01020,Methoxamine,chemical_mesh_d008729,1949
hsa04261,dr:D01026,Sotalol,chemical_mesh_d013015,1967
hsa04261,dr:D01104,mepirodipine,chemical_mesh_c050699,1986
hsa04261,dr:D01145,azelnidipine,chemical_mesh_c061679,1989
hsa04261,dr:D01151,"1,4-dihydropyridine",chemical_mesh_c038806,1965
hsa04261,dr:D01171,monatepil,chemical_mesh_c067818,1990
hsa04261,dr:D01173,cilnidipine,chemical_mesh_c065927,1990
hsa04261,dr:D01182,Alprenolol,chemical_mesh_d000526,1968
hsa04261,dr:D01240,Deslanoside,chemical_mesh_d003892,1957
hsa04261,dr:D01277,Droxidopa,chemical_mesh_d015103,1948
hsa04261,dr:D01326,Aprindine,chemical_mesh_d001073,1973
hsa04261,dr:D01333,urapidil,chemical_mesh_c015568,1977
hsa04261,dr:D01369,bevantolol,chemical_mesh_c021148,1975
hsa04261,dr:D01379,Proscillaridin,chemical_mesh_d011442,1964
hsa04261,dr:D01390,Isoproterenol,chemical_mesh_d007545,1946
hsa04261,dr:D01444,bunitrolol,chemical_mesh_c084811,1971
hsa04261,dr:D01454,Bupranolol,chemical_mesh_d002046,1969
hsa04261,dr:D01455,cifenline,chemical_mesh_c032151,1981
hsa04261,dr:D01469,amosulalol,chemical_mesh_c032473,1981
hsa04261,dr:D01492,bucumolol,chemical_mesh_c024221,1973
hsa04261,dr:D01504,bufetolol,chemical_mesh_c100228,1972
hsa04261,dr:D01553,manidipine,chemical_mesh_c054218,1987
hsa04261,dr:D01562,aranidipine,chemical_mesh_c059427,1988
hsa04261,dr:D01573,Etilefrine,chemical_mesh_d005039,1950
hsa04261,dr:D01604,efonidipine,chemical_mesh_c066425,1990
hsa04261,dr:D01691,nipradilol,chemical_mesh_c036089,1982
hsa04261,dr:D01697,Colforsin,chemical_mesh_d005576,1978
hsa04261,dr:D01741,Celiprolol,chemical_mesh_d017272,1978
hsa04261,dr:D01748,Isoxsuprine,chemical_mesh_d007556,1956
hsa04261,dr:D01794,bopindolol,chemical_mesh_c036007,1982
hsa04261,dr:D01795,tilisolol,chemical_mesh_c036593,1982
hsa04261,dr:D01806,Oxprenolol,chemical_mesh_d010096,1967
hsa04261,dr:D01830,arotinolol,chemical_mesh_c024523,1979
hsa04261,dr:D01847,landiolol,chemical_mesh_c077049,1992
hsa04261,dr:D01849,lercanidipine,chemical_mesh_c060343,1996
hsa04261,dr:D01903,docarpamine,chemical_mesh_c052143,1986
hsa04261,dr:D01908,nilvadipine,chemical_mesh_c035100,1982
hsa04261,dr:D01933,AE0047,chemical_mesh_c064970,1990
hsa04261,dr:D01969,Gallopamil,chemical_mesh_d005711,1957
hsa04261,dr:D01972,lanatoside C,chemical_mesh_c018548,1945
hsa04261,dr:D02045,benidipine hydrochloride,chemical_mesh_c050883,1986
hsa04261,dr:D02082,eprosartan,chemical_mesh_c068373,1992
hsa04261,dr:D02087,Moricizine,chemical_mesh_d016293,1969
hsa04261,dr:D02088,Tocainide,chemical_mesh_d016677,1974
hsa04261,dr:D02614,denopamine,chemical_mesh_c037293,1983
hsa04261,dr:D02762,SC 36602,chemical_mesh_c051827,1987
hsa04261,dr:D02939,Angiotensin Amide,chemical_mesh_d000802,1940
hsa04261,dr:D02976,arbutamine,chemical_mesh_c076559,1992
hsa04261,dr:D03170,bucindolol,chemical_mesh_c024307,1980
hsa04261,dr:D03406,cariporide,chemical_mesh_c093373,1995
hsa04261,dr:D03449,cetamolol,chemical_mesh_c038931,1983
hsa04261,dr:D03490,cicloprolol,chemical_mesh_c053708,1987
hsa04261,dr:D03536,clentiazem,chemical_mesh_c056595,1988
hsa04261,dr:D03655,darodipine,chemical_mesh_c034600,1982
hsa04261,dr:D03891,dopexamine,chemical_mesh_c046318,1985
hsa04261,dr:D03991,Encainide,chemical_mesh_d016700,1978
hsa04261,dr:D04120,exaprolol,chemical_mesh_c012969,1976
hsa04261,dr:D04190,flestolol,chemical_mesh_c047847,1984
hsa04261,dr:D04243,forasartan,chemical_mesh_c084927,1993
hsa04261,dr:D04521,indecainide,chemical_mesh_c042398,1984
hsa04261,dr:D04531,Indoramin,chemical_mesh_d007217,1970
hsa04261,dr:D04657,lacidipine,chemical_mesh_c060285,1988
hsa04261,dr:D04888,medroxalol,chemical_mesh_c024892,1980
hsa04261,dr:D05024,Mibefradil,chemical_mesh_d020748,1986
hsa04261,dr:D05246,olmesartan,chemical_mesh_c437965,1995
hsa04261,dr:D05442,perhexiline maleate,chemical_mesh_c023470,1969
hsa04261,dr:D05587,Practolol,chemical_mesh_d011217,1968
hsa04261,dr:D06010,tasosartan,chemical_mesh_c086167,1998
hsa04261,dr:D06176,tolamolol,chemical_mesh_c100227,1973
hsa04261,dr:D06203,transcainide,chemical_mesh_c052070,1987
hsa04261,dr:D06234,trimazosin,chemical_mesh_c005185,1973
hsa04261,dr:D06328,Xamoterol,chemical_mesh_d017307,1983
hsa04261,dr:D06517,pirmenol,chemical_mesh_c024318,1980
hsa04261,dr:D06646,epanolol,chemical_mesh_c038616,1984
hsa04261,dr:D06665,vernakalant,chemical_mesh_c524581,2003
hsa04261,dr:D06881,Acetyldigitoxins,chemical_mesh_d000112,1953
hsa04261,dr:D07181,mepindolol,chemical_mesh_c015340,1975
hsa04261,dr:D07182,tertatolol,chemical_mesh_c005632,1971
hsa04261,dr:D07183,tobanum,chemical_mesh_c025725,1979
hsa04261,dr:D07184,talinolol,chemical_mesh_c011550,1975
hsa04261,dr:D07185,Fendiline,chemical_mesh_d005275,1975
hsa04261,dr:D07509,benidipine,chemical_mesh_c061004,1989
hsa04261,dr:D07555,Acetyldigoxins,chemical_mesh_d000113,1954
hsa04261,dr:D08078,indenolol,chemical_mesh_c002989,1972
hsa04261,dr:D08206,N-methylephedrine,chemical_mesh_c041707,1966
hsa04261,dr:D08340,Perhexiline,chemical_mesh_d010480,1970
hsa04261,dr:D08458,quinidine gluconate,chemical_mesh_c016713,1949
hsa04261,dr:D08892,clevidipine,chemical_mesh_c118563,1997
hsa04261,dr:D09789,NKY 722,chemical_mesh_c058351,1988
hsa04261,dr:D09847,Medigoxin,chemical_mesh_d008520,1971
hsa04270,dr:D00045,Adenosine,chemical_mesh_d000241,1931
hsa04270,dr:D00076,Norepinephrine,chemical_mesh_d009638,1947
hsa04270,dr:D00095,Epinephrine,chemical_mesh_d004837,1903
hsa04270,dr:D00124,Ephedrine,chemical_mesh_d004809,1925
hsa04270,dr:D00227,Aminophylline,chemical_mesh_d000628,1925
hsa04270,dr:D00319,Felodipine,chemical_mesh_d015736,1981
hsa04270,dr:D00349,Isradipine,chemical_mesh_d017275,1983
hsa04270,dr:D00357,Losartan,chemical_mesh_d019808,1989
hsa04270,dr:D00371,Theophylline,chemical_mesh_d013806,1907
hsa04270,dr:D00437,Nifedipine,chemical_mesh_d009543,1972
hsa04270,dr:D00438,Nimodipine,chemical_mesh_d009553,1979
hsa04270,dr:D00485,Pseudoephedrine,chemical_mesh_d054199,1929
hsa04270,dr:D00507,Phenoxybenzamine,chemical_mesh_d010643,1953
hsa04270,dr:D00509,Phentolamine,chemical_mesh_d010646,1950
hsa04270,dr:D00511,Phenylephrine,chemical_mesh_d010656,1944
hsa04270,dr:D00517,isoamyl nitrite,chemical_mesh_c048958,1958
hsa04270,dr:D00522,candesartan,chemical_mesh_c081643,1993
hsa04270,dr:D00528,Caffeine,chemical_mesh_d002110,1860
hsa04270,dr:D00600,Labetalol,chemical_mesh_d007741,1971
hsa04270,dr:D00607,guanadrel,chemical_mesh_c004945,1969
hsa04270,dr:D00608,Doxazosin,chemical_mesh_d017292,1980
hsa04270,dr:D00609,Prazosin,chemical_mesh_d011224,1970
hsa04270,dr:D00610,Terazosin,chemical_mesh_c041226,1981
hsa04270,dr:D00615,Amlodipine,chemical_mesh_d017311,1986
hsa04270,dr:D00616,Diltiazem,chemical_mesh_d004110,1971
hsa04270,dr:D00617,Nicardipine,chemical_mesh_d009529,1975
hsa04270,dr:D00618,Nisoldipine,chemical_mesh_d015737,1980
hsa04270,dr:D00619,Verapamil,chemical_mesh_d014700,1963
hsa04270,dr:D00626,candesartan cilexetil,chemical_mesh_c077793,1877
hsa04270,dr:D00629,Nitrendipine,chemical_mesh_d009568,1981
hsa04270,dr:D00631,Bepridil,chemical_mesh_d015764,1977
hsa04270,dr:D00636,Amiodarone,chemical_mesh_d000638,1967
hsa04270,dr:D00680,Methylergonovine,chemical_mesh_d008755,1945
hsa04270,dr:D00691,Dyphylline,chemical_mesh_d004400,1946
hsa04270,dr:D00757,xylometazoline,chemical_mesh_c009695,1955
hsa04270,dr:D00997,Tolazoline,chemical_mesh_d014043,1945
hsa04270,dr:D01017,dipivefrin,chemical_mesh_c015173,1976
hsa04270,dr:D01019,Metaraminol,chemical_mesh_d008680,1952
hsa04270,dr:D01020,Methoxamine,chemical_mesh_d008729,1949
hsa04270,dr:D01022,Oxymetazoline,chemical_mesh_d010109,1965
hsa04270,dr:D01023,tetrahydrozoline,chemical_mesh_c005810,1954
hsa04270,dr:D01104,mepirodipine,chemical_mesh_c050699,1986
hsa04270,dr:D01145,azelnidipine,chemical_mesh_c061679,1989
hsa04270,dr:D01151,"1,4-dihydropyridine",chemical_mesh_c038806,1965
hsa04270,dr:D01163,Ergonovine,chemical_mesh_d004874,1936
hsa04270,dr:D01171,monatepil,chemical_mesh_c067818,1990
hsa04270,dr:D01173,cilnidipine,chemical_mesh_c065927,1990
hsa04270,dr:D01224,Phenylpropanolamine,chemical_mesh_d010665,1928
hsa04270,dr:D01290,Nicergoline,chemical_mesh_d009530,1971
hsa04270,dr:D01307,Midodrine,chemical_mesh_d008879,1973
hsa04270,dr:D01333,urapidil,chemical_mesh_c015568,1977
hsa04270,dr:D01347,tramazoline,chemical_mesh_c005370,1964
hsa04270,dr:D01369,bevantolol,chemical_mesh_c021148,1975
hsa04270,dr:D01385,ibudilast,chemical_mesh_c038366,1983
hsa04270,dr:D01444,bunitrolol,chemical_mesh_c084811,1971
hsa04270,dr:D01445,ifenprodil,chemical_mesh_c010739,1974
hsa04270,dr:D01469,amosulalol,chemical_mesh_c032473,1981
hsa04270,dr:D01551,beraprost,chemical_mesh_c048081,1985
hsa04270,dr:D01553,manidipine,chemical_mesh_c054218,1987
hsa04270,dr:D01562,aranidipine,chemical_mesh_c059427,1988
hsa04270,dr:D01571,Moxisylyte,chemical_mesh_d013948,1965
hsa04270,dr:D01573,Etilefrine,chemical_mesh_d005039,1950
hsa04270,dr:D01604,efonidipine,chemical_mesh_c066425,1990
hsa04270,dr:D01674,naftopidil,chemical_mesh_c064357,1990
hsa04270,dr:D01691,nipradilol,chemical_mesh_c036089,1982
hsa04270,dr:D01692,alfuzosin,chemical_mesh_c047638,1985
hsa04270,dr:D01697,Colforsin,chemical_mesh_d005576,1978
hsa04270,dr:D01771,proxyphylline,chemical_mesh_c003237,1957
hsa04270,dr:D01810,Nicorandil,chemical_mesh_d020108,1978
hsa04270,dr:D01830,arotinolol,chemical_mesh_c024523,1979
hsa04270,dr:D01840,fasudil,chemical_mesh_c049347,1986
hsa04270,dr:D01849,lercanidipine,chemical_mesh_c060343,1996
hsa04270,dr:D01887,bunazosin,chemical_mesh_c018176,1977
hsa04270,dr:D01908,nilvadipine,chemical_mesh_c035100,1982
hsa04270,dr:D01933,AE0047,chemical_mesh_c064970,1990
hsa04270,dr:D01965,silodosin,chemical_mesh_c095285,1995
hsa04270,dr:D01969,Gallopamil,chemical_mesh_d005711,1957
hsa04270,dr:D02045,benidipine hydrochloride,chemical_mesh_c050883,1986
hsa04270,dr:D02082,eprosartan,chemical_mesh_c068373,1992
hsa04270,dr:D02721,Iloprost,chemical_mesh_d016285,1982
hsa04270,dr:D02939,Angiotensin Amide,chemical_mesh_d000802,1940
hsa04270,dr:D03120,binodenoson,chemical_mesh_c101949,1996
hsa04270,dr:D03212,ATL 146e,chemical_mesh_c431129,1999
hsa04270,dr:D03536,clentiazem,chemical_mesh_c056595,1988
hsa04270,dr:D03648,dapiprazole,chemical_mesh_c035289,1982
hsa04270,dr:D03655,darodipine,chemical_mesh_c034600,1982
hsa04270,dr:D04006,enprofylline,chemical_mesh_c034347,1981
hsa04270,dr:D04051,Erythrityl Tetranitrate,chemical_mesh_d004897,1897
hsa04270,dr:D04126,Saralasin,chemical_mesh_d012504,1974
hsa04270,dr:D04243,forasartan,chemical_mesh_c084927,1993
hsa04270,dr:D04531,Indoramin,chemical_mesh_d007217,1970
hsa04270,dr:D04657,lacidipine,chemical_mesh_c060285,1988
hsa04270,dr:D05024,Mibefradil,chemical_mesh_d020748,1986
hsa04270,dr:D05246,olmesartan,chemical_mesh_c437965,1995
hsa04270,dr:D05395,pelanserin,chemical_mesh_c043157,1984
hsa04270,dr:D05442,perhexiline maleate,chemical_mesh_c023470,1969
hsa04270,dr:D05637,propylhexedrine,chemical_mesh_c084814,1951
hsa04270,dr:D05711,regadenoson,chemical_mesh_c430916,2002
hsa04270,dr:D06010,tasosartan,chemical_mesh_c086167,1998
hsa04270,dr:D06129,Tiapamil Hydrochloride,chemical_mesh_d013976,1977
hsa04270,dr:D06213,treprostinil,chemical_mesh_c427248,2001
hsa04270,dr:D06234,trimazosin,chemical_mesh_c005185,1973
hsa04270,dr:D07077,ambrisentan,chemical_mesh_c467894,2002
hsa04270,dr:D07171,sitaxsentan,chemical_mesh_c106276,1997
hsa04270,dr:D07185,Fendiline,chemical_mesh_d005275,1975
hsa04270,dr:D07509,benidipine,chemical_mesh_c061004,1989
hsa04270,dr:D07577,BAY 58-2667,chemical_mesh_c480588,2002
hsa04270,dr:D07603,caffeine citrate,chemical_mesh_c026189,1946
hsa04270,dr:D07833,Dihydroergocristine,chemical_mesh_d025442,1950
hsa04270,dr:D07906,Ergotamine,chemical_mesh_d004878,1911
hsa04270,dr:D08206,N-methylephedrine,chemical_mesh_c041707,1966
hsa04270,dr:D08340,Perhexiline,chemical_mesh_d010480,1970
hsa04270,dr:D08892,clevidipine,chemical_mesh_c118563,1997
hsa04270,dr:D09391,telcagepant,chemical_mesh_c525458,2007
hsa04270,dr:D09572,riociguat,chemical_mesh_c542595,2008
hsa04270,dr:D09789,NKY 722,chemical_mesh_c058351,1988
hsa04270,dr:D11102,tamolarizine,chemical_mesh_c050134,1986
hsa04270,dr:D11664,clazosentan,chemical_mesh_c109641,1998
hsa04330,dr:D06637,romidepsin,chemical_mesh_c087123,1994
hsa04330,dr:D08870,belinostat,chemical_mesh_c487081,2003
hsa04330,dr:D09010,tarenflurbil,chemical_mesh_c505522,2005
hsa04330,dr:D09338,entinostat,chemical_mesh_c118739,1999
hsa04330,dr:D09357,mocetinostat,chemical_mesh_c523184,2007
hsa04330,dr:D09377,"N2-((2S)-2-(3,5-difluorophenyl)-2-hydroxyethanoyl)-N1-((7S)-5-methyl-6-oxo-6,7-dihydro-5H-dibenzo(b,d)azepin-7-yl)-L-alaninamide",chemical_mesh_c484278,2004
hsa04340,dr:D09992,HhAntag691,chemical_mesh_c538724,1993
hsa04350,dr:D01583,pirfenidone,chemical_mesh_c093844,1995
hsa04350,dr:D09014,terameprocol,chemical_mesh_c076852,1998
hsa04370,dr:D03736,doramapimod,chemical_mesh_c452139,2002
hsa04370,dr:D05029,midostaurin,chemical_mesh_c059539,1989
hsa04370,dr:D05819,Semaxinib,chemical_mesh_c116890,1999
hsa04370,dr:D06285,vatalanib,chemical_mesh_c404768,2000
hsa04370,dr:D06407,vandetanib,chemical_mesh_c452423,2002
hsa04370,dr:D08503,toceranib phosphate,chemical_mesh_c464577,2002
hsa04370,dr:D08878,brivanib,chemical_mesh_c509922,2006
hsa04370,dr:D08881,cediranib,chemical_mesh_c500926,2005
hsa04370,dr:D08963,pamapimod,chemical_mesh_c533858,2008
hsa04370,dr:D09635,linifanib,chemical_mesh_c513486,2006
hsa04370,dr:D09664,saracatinib,chemical_mesh_c515233,2005
hsa04370,dr:D10481,nintedanib,chemical_mesh_c530716,2008
hsa04371,dr:D00231,Amrinone,chemical_mesh_d000676,1978
hsa04371,dr:D00417,Milrinone,chemical_mesh_d020105,1983
hsa04371,dr:D01133,pimobendan,chemical_mesh_c041648,1984
hsa04371,dr:D01238,Bucladesine,chemical_mesh_d003994,1968
hsa04371,dr:D01697,Colforsin,chemical_mesh_d005576,1978
hsa04371,dr:D04004,Enoximone,chemical_mesh_d017335,1982
hsa04371,dr:D04508,imazodan,chemical_mesh_c042527,1984
hsa04371,dr:D04529,indolidan,chemical_mesh_c050325,1986
hsa04371,dr:D04628,sulmazole,chemical_mesh_c029758,1981
hsa04371,dr:D04751,lixazinone,chemical_mesh_c049443,1986
hsa04380,dr:D00107,Tacrolimus,chemical_mesh_d016559,1987
hsa04380,dr:D00184,Cyclosporine,chemical_mesh_d016572,1957
hsa04380,dr:D01146,T 614,chemical_mesh_c077313,1992
hsa04380,dr:D03736,doramapimod,chemical_mesh_c452139,2002
hsa04380,dr:D05480,pimecrolimus,chemical_mesh_c117268,1997
hsa04380,dr:D08955,odanacatib,chemical_mesh_c527128,2008
hsa04380,dr:D08963,pamapimod,chemical_mesh_c533858,2008
hsa04380,dr:D09033,voclosporin,chemical_mesh_c484071,2001
hsa04390,dr:D04262,fostriecin,chemical_mesh_c040313,1983
hsa04510,dr:D05819,Semaxinib,chemical_mesh_c116890,1999
hsa04512,dr:D01914,Piracetam,chemical_mesh_d010889,1971
