"ID"	"Description"	"Gene"	"GeneID"
"dr:D07122"	"Alfentanil (INN);"	"OPRM1"	"4988"
"dr:D07123"	"Incadronate disodium hydrate (JAN);"	"FDPS"	"2224"
"dr:D07124"	"Alfuzosin (INN);"	"ADRA1A"	"148"
"dr:D07125"	"Alimemazine (INN);"	"HRH1"	"3269"
"dr:D07127"	"Norethandrolone (INN)"	"AR"	"367"
"dr:D07129"	"Alosetron (INN)"	"HTR3A/HTR3B/HTR3C/HTR3D/HTR3E"	"3359/9177/170572/200909/285242"
"dr:D07130"	"Carglumic acid (JAN/USAN/INN);"	"CPS1"	"1373"
"dr:D07131"	"Ethyl biscoumacetate (INN)"	"VKORC1"	"79001"
"dr:D07132"	"Buprenorphine (JAN/INN);"	"OPRK1/OPRM1"	"4986/4988"
"dr:D07134"	"Flocoumafen (JAN)"	"VKORC1"	"79001"
"dr:D07135"	"Clorindione (INN);"	"VKORC1"	"79001"
"dr:D07136"	"Diphenadione (INN)"	"VKORC1"	"79001"
"dr:D07137"	"Tioclomarol (INN)"	"VKORC1"	"79001"
"dr:D07140"	"Picotamide (BAN);"	"TBXA2R/TBXAS1"	"6915/6916"
"dr:D07141"	"Indobufen (INN)"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07142"	"Triflusal (INN)"	"PTGS1"	"5742"
"dr:D07143"	"Melagatran (INN)"	"F2"	"2147"
"dr:D07144"	"Dabigatran etexilate (USAN/INN);"	"F2"	"2147"
"dr:D07147"	"Gitoformate (INN)"	"ATP1A1/ATP1A2/ATP1A3/ATP1A4"	"476/477/478/480"
"dr:D07156"	"Alprenolol (INN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D07165"	"Ivabradine (USAN/INN)"	"HCN1/HCN2/HCN3/HCN4"	"348980/610/57657/10021"
"dr:D07171"	"Sitaxentan (USAN/INN)"	"EDNRA"	"1909"
"dr:D07175"	"Palonosetron (INN);"	"HTR3A/HTR3B/HTR3C/HTR3D/HTR3E"	"3359/9177/170572/200909/285242"
"dr:D07181"	"Mepindolol (INN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D07182"	"Tertatolol (INN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D07183"	"Cloranolol (INN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D07184"	"Talinolol (INN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D07185"	"Fendiline (INN)"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D07187"	"Etofibrate (INN)"	"PPARA"	"5465"
"dr:D07194"	"Thenalidine (INN)"	"HRH1"	"3269"
"dr:D07195"	"Chloropyramine (INN)"	"HRH1"	"3269"
"dr:D07196"	"Tolpropamine (INN)"	"HRH1"	"3269"
"dr:D07197"	"Bamipine (INN)"	"HRH1"	"3269"
"dr:D07198"	"Chlorphenoxamine (INN)"	"HRH1"	"3269"
"dr:D07201"	"Fluprednidene (INN)"	"NR3C1"	"2908"
"dr:D07202"	"Halometasone (INN)"	"NR3C1"	"2908"
"dr:D07203"	"Methylprednisolone aceponate (INN);"	"NR3C1"	"2908"
"dr:D07214"	"Tiratricol (INN);"	"THRA/THRB"	"7067/7068"
"dr:D07217"	"Quinagolide (INN/BAN)"	"DRD2"	"1813"
"dr:D07220"	"Norgestrienone (INN)"	"PGR"	"5241"
"dr:D07221"	"Promestriene (INN);"	"ESR1/ESR2"	"2099/2100"
"dr:D07222"	"Nomegestrol (USAN/INN)"	"PGR"	"5241"
"dr:D07223"	"Demegestone (INN)"	"PGR"	"5241"
"dr:D07226"	"Fesoterodine (INN)"	"CHRM3/CHRM2"	"1131/1129"
"dr:D07227"	"Ornipressin (INN);"	"AVPR1A/AVPR1B/AVPR2"	"552/553/554"
"dr:D07228"	"Demoxytocin (INN)"	"OXTR"	"5021"
"dr:D07229"	"Carbetocin (USAN/INN/BAN);"	"OXTR"	"5021"
"dr:D07230"	"Prednylidene (INN)"	"NR3C1"	"2908"
"dr:D07231"	"Methylthiouracil (INN);"	"TPO"	"7173"
"dr:D07257"	"Lonidamine (INN);"	"HK1/HK2/HK3/HKDC1"	"3098/3099/3101/80201"
"dr:D07258"	"Mitoguazone (INN)"	"AMD1"	"262"
"dr:D07259"	"Buserelin (INN);"	"GNRHR"	"2798"
"dr:D07260"	"Formestane (INN);"	"CYP19A1"	"1588"
"dr:D07267"	"Droxicam (INN)"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07268"	"Ibuproxam (INN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07269"	"Dexketoprofen (INN)"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07272"	"Dimethyltubocurarine (BAN)"	"CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNA9/CHRNA10/CHRNB2/CHRNB3/CHRNB4"	"1135/1136/1137/1138/8973/1139/55584/57053/1141/1142/1143"
"dr:D07273"	"Fazadinium bromide (INN)"	"CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNA9/CHRNA10/CHRNB2/CHRNB3/CHRNB4"	"1135/1136/1137/1138/8973/1139/55584/57053/1141/1142/1143"
"dr:D07278"	"Tisopurine (INN);"	"XDH"	"7498"
"dr:D07281"	"Pamidronic acid (INN);"	"FDPS"	"2224"
"dr:D07283"	"Esketamine (USAN/INN)"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"2902/2903/2904/2905/2906"
"dr:D07285"	"Nicomorphine (INN)"	"OPRM1"	"4988"
"dr:D07286"	"Diamorphine (BAN);"	"OPRM1"	"4988"
"dr:D07294"	"Propacetamol (INN)"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07298"	"Barbexaclone (INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D07299"	"Lacosamide (JAN/USAN/INN);"	"SCN3A/SCN9A/SCN10A"	"6328/6335/6336"
"dr:D07301"	"Phenglutarimide (INN)"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07302"	"Bornaprine (INN)"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07303"	"Tropatepine (INN)"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07305"	"Piribedil (INN);"	"DRD2/DRD3"	"1813/1814"
"dr:D07306"	"Budipine (INN)"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"2902/2903/2904/2905/2906"
"dr:D07307"	"Cyamemazine (INN);"	"HTR2C/HTR2A"	"3358/3356"
"dr:D07309"	"Melperone (INN);"	"DRD2"	"1813"
"dr:D07310"	"Amisulpride (INN);"	"DRD2/DRD3"	"1813/1814"
"dr:D07312"	"Levosulpiride (INN);"	"DRD2"	"1813"
"dr:D07316"	"Captodiame (BAN)"	"HTR2C/SIGMAR1/DRD3"	"3358/10280/1814"
"dr:D07326"	"Loprazolam (INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D07328"	"Cinolazepam (INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D07330"	"Clomethiazole (INN);"	"GABRA1"	"2554"
"dr:D07334"	"Imipraminoxide (INN)"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D07337"	"Nialamide (INN);"	"MAOA/MAOB"	"4128/4129"
"dr:D07338"	"Iproclozide (INN);"	"MAOA/MAOB"	"4128/4129"
"dr:D07349"	"Choline alfoscerate (INN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07377"	"Bambuterol (INN)"	"ADRB2"	"154"
"dr:D07385"	"Pholcodine (INN);"	"OPRM1"	"4988"
"dr:D07398"	"Chlorphenamine (INN);"	"HRH1"	"3269"
"dr:D07400"	"Histapyrrodine (INN)"	"HRH1"	"3269"
"dr:D07401"	"Oxomemazine (INN);"	"HRH1"	"3269"
"dr:D07402"	"Levocetirizine (USAN/INN);"	"HRH1"	"3269"
"dr:D07403"	"Pyrrobutamine (BAN)"	"HRH1"	"3269"
"dr:D07404"	"Deptropine (INN)"	"HRH1"	"3269"
"dr:D07405"	"Tritoqualine (INN);"	"HDC"	"3067"
"dr:D07406"	"Pimethixene (INN);"	"HRH1"	"3269"
"dr:D07407"	"Rupatadine (INN)"	"HRH1/PTAFR"	"3269/5724"
"dr:D07417"	"Alsactide (INN)"	"MC2R"	"4158"
"dr:D07421"	"Aloxiprin (INN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07425"	"Papaverine (BAN);"	"PDE10A/PDE7B/PDE11A/PDE1A/PDE1C/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4C/PDE4D/PDE7A/PDE8A/PDE1B/PDE8B"	"10846/27115/50940/5136/5137/5138/5139/5140/5141/5142/5143/5144/5150/5151/5153/8622"
"dr:D07431"	"Somatostatin (INN)"	"SSTR1/SSTR2/SSTR3/SSTR4/SSTR5"	"6751/6752/6753/6754/6755"
"dr:D07434"	"Polyestradiol phosphate (INN);"	"ESR1"	"2099"
"dr:D07436"	"Afelimomab (INN)"	"TNF"	"7124"
"dr:D07439"	"Papaverine sulfate;"	"PDE10A/PDE7B/PDE11A/PDE1A/PDE1C/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4C/PDE4D/PDE7A/PDE8A/PDE1B/PDE8B"	"10846/27115/50940/5136/5137/5138/5139/5140/5141/5142/5143/5144/5150/5151/5153/8622"
"dr:D07441"	"Amantadine (INN)"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"2902/2903/2904/2905/2906"
"dr:D07443"	"Amfenac (INN)"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07444"	"Amfepramone (INN);"	"SLC6A2/SLC6A3"	"6530/6531"
"dr:D07445"	"Amfetamine (INN);"	"SLC18A2/SLC6A2/SLC6A3"	"6571/6530/6531"
"dr:D07447"	"Amiloride (INN);"	"SCNN1A/SCNN1B/SCNN1G"	"6337/6338/6340"
"dr:D07448"	"Amitriptyline (INN);"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D07449"	"Amitriptylinoxide (INN)"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D07450"	"Amlodipine (USP/INN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D07451"	"Amosulalol (INN)"	"ADRA1A/ADRA1B/ADRA1D/ADRB1/ADRB2"	"148/147/146/153/154"
"dr:D07453"	"Amtolmetin guacil (INN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07455"	"Anagrelide (INN/BAN)"	"PDE3A/PDE3B"	"5139/5140"
"dr:D07456"	"Androstanolone (INN);"	"AR"	"367"
"dr:D07457"	"Anisindione (INN);"	"GGCX"	"2677"
"dr:D07458"	"Antazoline (INN)"	"HRH1"	"3269"
"dr:D07459"	"Antazoline hydrochloride;"	"HRH1"	"3269"
"dr:D07460"	"Apomorphine (BAN);"	"DRD1/DRD2"	"1812/1813"
"dr:D07461"	"Apraclonidine (INN);"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D07463"	"Arformoterol (INN)"	"ADRB2"	"154"
"dr:D07464"	"Paramethasone (INN);"	"NR3C1"	"2908"
"dr:D07465"	"Arotinolol (INN)"	"ADRA1A/ADRA1B/ADRA1D/ADRB1/ADRB2"	"148/147/146/153/154"
"dr:D07468"	"Articaine (INN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D07472"	"Pemetrexed (INN);"	"TYMS/DHFR/DHFR2/GART"	"7298/1719/200895/2618"
"dr:D07473"	"Atomoxetine (USP/INN);"	"SLC6A2"	"6530"
"dr:D07474"	"Atorvastatin (INN);"	"HMGCR"	"3156"
"dr:D07475"	"Atosiban acetate;"	"OXTR"	"5021"
"dr:D07477"	"Atropine oxide (INN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07481"	"Azasetron (INN)"	"HTR3A/HTR3B/HTR3C/HTR3D/HTR3E"	"3359/9177/170572/200909/285242"
"dr:D07482"	"Azatadine (INN)"	"HRH1"	"3269"
"dr:D07483"	"Azelastine (INN);"	"HRH1"	"3269"
"dr:D07489"	"Bambuterol hydrochloride;"	"ADRB2"	"154"
"dr:D07491"	"Bamifylline (INN)"	"ADORA1"	"134"
"dr:D07492"	"Bamipine dihydrochloride;"	"HRH1"	"3269"
"dr:D07493"	"Bamipine lactate;"	"HRH1"	"3269"
"dr:D07494"	"Barnidipine (INN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D07495"	"Beclometasone (INN);"	"NR3C1"	"2908"
"dr:D07496"	"Befunolol (INN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D07499"	"Benazepril (INN);"	"ACE"	"1636"
"dr:D07509"	"Benidipine (INN)"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D07510"	"Adomiparin (USAN);"	"SERPINC1"	"462"
"dr:D07511"	"Benzatropine (INN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07513"	"Benzetimide (INN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07514"	"Benzfetamine (INN);"	"SLC18A2/SLC6A2/SLC6A3"	"6571/6530/6531"
"dr:D07515"	"Benzfetamine hydrochloride;"	"SLC18A2/SLC6A2/SLC6A3"	"6571/6530/6531"
"dr:D07516"	"Benzydamine (INN);"	"PTGS1/PTGS2/ALOX5"	"5742/5743/240"
"dr:D07517"	"Benzydamine salicylate;"	"PTGS1/PTGS2/ALOX5"	"5742/5743/240"
"dr:D07519"	"Benzylthiouracil;"	"TPO"	"7173"
"dr:D07520"	"Bepridil (INN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S/CACNA1I/CACNA1H/CACNA1G/KCNH2/KCNQ1/KCNA5/KCND3/KCNJ3/KCNJ5/KCNJ8/KCNJ11/KCNJ12/ATP1A1/ATP1A2/ATP1A3/ATP1A4"	"775/776/778/779/8911/8912/8913/3757/3784/3741/3752/3760/3762/3764/3767/3768/476/477/478/480"
"dr:D07522"	"Betahistine (INN);"	"HRH1/HRH3"	"3269/11255"
"dr:D07526"	"Betaxolol (INN);"	"ADRB1"	"153"
"dr:D07532"	"Bisulepin"	"HRH1"	"3269"
"dr:D07533"	"Bisulepin hydrochloride;"	"HRH1"	"3269"
"dr:D07534"	"Bitolterol (INN)"	"ADRB2"	"154"
"dr:D07536"	"Boldenone (INN)"	"AR"	"367"
"dr:D07537"	"Bopindolol (INN);"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D07538"	"Bosentan (INN)"	"EDNRA/EDNRB"	"1909/1910"
"dr:D07540"	"Brimonidine (INN)"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D07541"	"Bromfenac (INN)"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07543"	"Brompheniramine (INN);"	"HRH1"	"3269"
"dr:D07546"	"Bucladesine (INN)"	"PDE10A/PDE7B/PDE11A/PDE1A/PDE1C/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4C/PDE4D/PDE7A/PDE8A/PDE1B/PDE8B"	"10846/27115/50940/5136/5137/5138/5139/5140/5141/5142/5143/5144/5150/5151/5153/8622"
"dr:D07547"	"Buclizine (INN);"	"HRH1"	"3269"
"dr:D07550"	"Bunazosin (INN)"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D07552"	"Bupivacaine (USAN/INN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D07555"	"Acetyldigoxin;"	"ATP1A1/ATP1A2/ATP1A3/ATP1A4"	"476/477/478/480"
"dr:D07556"	"beta-Acetyldigoxin;"	"ATP1A1/ATP1A2/ATP1A3/ATP1A4"	"476/477/478/480"
"dr:D07557"	"O-Acetyldihydrocodeine hydrochloride;"	"OPRM1"	"4988"
"dr:D07560"	"Adrenalone hydrochloride;"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D07563"	"Alizapride hydrochloride;"	"DRD2"	"1813"
"dr:D07564"	"Allopurinol sodium;"	"XDH"	"7498"
"dr:D07568"	"Aminomethylbenzoic acid;"	"PLG"	"5340"
"dr:D07577"	"Cinaciguat (JAN/INN)"	"GUCY1A2/GUCY1A1/GUCY1B1"	"2977/2982/2983"
"dr:D07578"	"Eldecalcitol (JAN/INN);"	"VDR"	"7421"
"dr:D07579"	"Aspirin calcium salt;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07580"	"Aspirin DL-lysine (JAN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07581"	"Aspirin magnesium salt;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07582"	"Aspirin sodium;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07589"	"Budipine hydrochloride;"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"2902/2903/2904/2905/2906"
"dr:D07590"	"Bupranolol (INN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D07591"	"Bupropion (INN)"	"SLC6A2/SLC6A3"	"6530/6531"
"dr:D07593"	"Buspirone (INN);"	"HTR1A/DRD2"	"3350/1813"
"dr:D07595"	"Fosphenytoin sodium hydrate (JAN);"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D07603"	"Caffeine citrate (USP);"	"ADORA1/ADORA2A/PDE1B/PDE2A/PDE3A/PDE3B/PDE4A/PDE4B/PDE4C/PDE4D/PDE5A"	"134/135/5153/5138/5139/5140/5141/5142/5143/5144/8654"
"dr:D07608"	"Carazolol (INN);"	"ADRB2"	"154"
"dr:D07615"	"Carbenoxolone (INN)"	"HSD11B1"	"3290"
"dr:D07616"	"Carbimazole (INN);"	"TPO"	"7173"
"dr:D07617"	"Carbinoxamine (INN)"	"HRH1"	"3269"
"dr:D07620"	"Carfentanil (INN)"	"OPRM1"	"4988"
"dr:D07624"	"Carteolol (INN)"	"ADRB1/ADRB2/ADRB3"	"153/154/155"
"dr:D07660"	"Celiprolol (INN);"	"ADRB1"	"153"
"dr:D07661"	"Cerivastatin (INN)"	"HMGCR"	"3156"
"dr:D07662"	"Cetirizine (INN);"	"HRH1"	"3269"
"dr:D07665"	"Cetrorelix (INN);"	"GNRHR"	"2798"
"dr:D07667"	"Cevimeline (INN)"	"CHRM3"	"1131"
"dr:D07670"	"Chlormadinone (INN)"	"PGR/AR"	"5241/367"
"dr:D07678"	"Chloroprocaine (INN)"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D07679"	"Chloropyramine hydrochloride;"	"HRH1"	"3269"
"dr:D07682"	"Clazosentan sodium (JAN);"	"EDNRA"	"1909"
"dr:D07684"	"Chlorphenoxamine hydrochloride;"	"HRH1"	"3269"
"dr:D07686"	"Chlorprothixene acetate;"	"DRD1/DRD2"	"1812/1813"
"dr:D07687"	"Chlorprothixene citrate;"	"DRD1/DRD2"	"1812/1813"
"dr:D07698"	"Cilastatin (INN)"	"DPEP1"	"1800"
"dr:D07699"	"Cilazapril (INN);"	"ACE"	"1636"
"dr:D07700"	"Cinitapride (INN);"	"HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR4/HTR2A/HTR2B/HTR2C"	"3350/3351/3352/3354/3355/3360/3356/3357/3358"
"dr:D07701"	"Cinitapride tartrate;"	"HTR1A/HTR1B/HTR1D/HTR1E/HTR1F/HTR4/HTR2A/HTR2B/HTR2C"	"3350/3351/3352/3354/3355/3360/3356/3357/3358"
"dr:D07704"	"Citalopram (USP/INN);"	"SLC6A4"	"6532"
"dr:D07705"	"Citalopram hydrochloride;"	"SLC6A4"	"6532"
"dr:D07713"	"Clenbuterol (INN);"	"ADRB2"	"154"
"dr:D07715"	"Clobetasol (INN);"	"NR3C1"	"2908"
"dr:D07717"	"Clobetasone (INN)"	"NR3C1"	"2908"
"dr:D07718"	"Clocapramine (INN)"	"DRD2"	"1813"
"dr:D07719"	"Clocortolone (INN)"	"NR3C1"	"2908"
"dr:D07724"	"Magnesium clofibrate (INN);"	"PPARA"	"5465"
"dr:D07725"	"Clomethiazole edisilate;"	"GABRA1"	"2554"
"dr:D07726"	"Clomifene (INN);"	"ESR1/ESR2"	"2099/2100"
"dr:D07727"	"Clomipramine (INN);"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D07729"	"Clopidogrel (USP/INN);"	"P2RY12"	"64805"
"dr:D07730"	"Cloprostenol (INN);"	"PTGFR"	"5737"
"dr:D07734"	"Cinnarizine dihydrochloride;"	"HRH1"	"3269"
"dr:D07740"	"Codeine hydrochloride;"	"OPRM1"	"4988"
"dr:D07741"	"Zibotentan (JAN/USAN/INN)"	"EDNRA"	"1909"
"dr:D07748"	"Conivaptan (INN)"	"AVPR1A/AVPR2"	"552/554"
"dr:D07749"	"Cortisone (INN);"	"NR3C1"	"2908"
"dr:D07756"	"Cyamemazine tartrate;"	"HTR2C/HTR2A"	"3358/3356"
"dr:D07759"	"Cyclopentolate (INN);"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07765"	"Cyproheptadine (INN);"	"HRH1"	"3269"
"dr:D07766"	"Cyproterone (INN);"	"AR"	"367"
"dr:D07770"	"Cytisinicline (USAN);"	"CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNA9/CHRNA10/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG"	"1134/1135/1136/1137/1138/8973/1139/55584/57053/1140/1141/1142/1143/1144/1145/1146"
"dr:D07775"	"Dapiprazole (INN)"	"ADRA1A/ADRA1B/ADRA1D"	"148/147/146"
"dr:D07776"	"Daunorubicin (INN);"	"TOP2A/TOP2B"	"7153/7155"
"dr:D07781"	"Delapril (INN);"	"ACE"	"1636"
"dr:D07783"	"Delmadinone (INN)"	"AR/ESR1/ESR2"	"367/2099/2100"
"dr:D07784"	"Delorazepam (INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D07790"	"Deptropine citrate;"	"HRH1"	"3269"
"dr:D07791"	"Desipramine (INN)"	"SLC6A2/SLC6A4"	"6530/6532"
"dr:D07792"	"Desoxycortone (INN);"	"NR3C2"	"4306"
"dr:D07793"	"Desvenlafaxine (INN);"	"SLC6A4/SLC6A2"	"6532/6530"
"dr:D07795"	"Detomidine (INN)"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D07796"	"Dexamethasone 21-acetate;"	"NR3C1"	"2908"
"dr:D07797"	"Dexamethasone isonicotinate;"	"NR3C1"	"2908"
"dr:D07798"	"Dexamethasone sodium hemisulfate;"	"NR3C1"	"2908"
"dr:D07799"	"Dexamethasone 21-tebutate;"	"NR3C1"	"2908"
"dr:D07800"	"Dexamethasone 21-valerate;"	"NR3C1"	"2908"
"dr:D07801"	"Dexamethasone phenylpropionate;"	"NR3C1"	"2908"
"dr:D07802"	"Dexamethasone phosphate;"	"NR3C1"	"2908"
"dr:D07803"	"Dexchlorpheniramine (INN);"	"HRH1"	"3269"
"dr:D07804"	"Dexetimide hydrochloride;"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07805"	"Dexfenfluramine (INN)"	"SLC6A4"	"6532"
"dr:D07806"	"Dexmethylphenidate (INN)"	"SLC6A2/SLC6A3/SLC6A4"	"6530/6531/6532"
"dr:D07807"	"Dexrazoxane hydrochloride;"	"TOP2A/TOP2B"	"7153/7155"
"dr:D07809"	"Dextropropoxyphene (INN);"	"OPRM1"	"4988"
"dr:D07810"	"Diacetylmorphine hydrochloride;"	"OPRM1"	"4988"
"dr:D07814"	"Dichlorisone (INN)"	"NR3C1"	"2908"
"dr:D07815"	"Dichlorisone acetate;"	"NR3C1"	"2908"
"dr:D07816"	"Diclofenac (USAN/INN);"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07817"	"Diclofenac diethylamine;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07818"	"Diclofenac hydroxyethylpyrrolidine;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07819"	"Diclofenac calcium;"	"PTGS1/PTGS2"	"5742/5743"
"dr:D07820"	"Dicycloverine (INN);"	"CHRM1/CHRM3/CHRM2"	"1128/1131/1129"
"dr:D07821"	"Dihexyverine (INN)"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07823"	"Diethazine (INN)"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5"	"1128/1129/1131/1132/1133"
"dr:D07826"	"Hexestrol diphosphate sodium;"	"ESR1/ESR2"	"2099/2100"
"dr:D07827"	"Diflorasone (INN);"	"NR3C1"	"2908"
"dr:D07831"	"Dihydrocodeine (INN);"	"OPRM1"	"4988"
"dr:D07832"	"Dihydrocodeine thiocyanate;"	"OPRM1"	"4988"
"dr:D07833"	"Dihydroergocristine mesilate (BAN);"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D07834"	"Dihydroergocristine (BAN)"	"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRA2B/ADRA2C"	"148/147/146/150/151/152"
"dr:D07835"	"Dihydroergocryptine"	"DRD2"	"1813"
"dr:D07836"	"Dihydroergocryptine mesilate;"	"DRD2"	"1813"
"dr:D07837"	"Dihydroergotamine (INN);"	"HTR1B/HTR1D"	"3351/3352"
"dr:D07838"	"Dihydroergotamine tartrate;"	"HTR1B/HTR1D"	"3351/3352"
"dr:D07843"	"Dilazep (INN)"	"SLC29A1"	"2030"
"dr:D07845"	"Diltiazem (INN);"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D07853"	"Dimetindene (INN);"	"HRH1/CHRM2"	"3269/1129"
"dr:D07854"	"Dimetotiazine (INN);"	"HTR2A/HTR2B/HTR2C/HRH1"	"3356/3357/3358/3269"
