kegg_id,name,chebi,pubchem_sid,pubchem_cid,mesh_headings,mesh_terms,mesh_id,conv_method,mesh_label,score
dr:D05029,Midostaurin,chebi:63452,pubchem:47206756,9829523,['midostaurin'],"[""4'-N-benzoylstaurosporine"", 'CGP-41251', ""N-((9S,10R,11R,13R)-10-methoxy-9-methyl-1-oxo-2,3,10,11,12,13-hexahydro-9,13-epoxy-1H,9H-diindolo(1,2,3-GH:3',2',1'-lm)pyrrolo(3,4-j)(1,7)benzodiazonin-11-yl)-n-methylbenzamide"", 'PKC 412', 'benzoylstaurosporine', 'midostaurin', 'Rydapt', 'CGP 41251', ""4'-N-benzoyl staurosporine"", 'CGP 41 251', 'PKC-412', 'PKC412', 'benzamide, N-(2,3,9,10,11,12-hexahydro-9-methoxy-8-methyl-1-oxo-8,12-epoxy-1H,8H-2,7b,12a-triazadibenzo(a,g)cyclonona(cde)trinden-10-yl)-N-methyl-, (8alpha,9beta,10beta,12alpha)-']",C059539,exact_heading,midostaurin,0.0
dr:D05030,Mifobate,N/A,pubchem:47206757,60910,['mifobate'],"['Clenicor', 'SR-202', '(4-chlorophenyl)(dimethoxyphosphinyl)methylphosphoric acid dimethyl ester', 'dimethyl alpha-(dimethoxyphosphinyl)-4-chlorobenzyl phosphate', 'SR 202', 'mifobate']",C051602,exact_heading,mifobate,0.0
dr:D05031,Migalastat hydrochloride,N/A,pubchem:47206758,11644097,['migalastat'],"['1-deoxy-galactonojirimycin', '1-butyl-2-(hydroxylmethyl)piperidine-3,4,5-triol', 'Galafold', 'NB-DGJ', 'migalastat', '1-deoxygalacto-nojirimycin', '1-deoxygalactonojirimycin', 'GR181413A', 'N-butyldeoxygalacto-nojirimycin', 'AT1001 deoxyjirimycin', 'N-butyldeoxygalactonojirimycin', 'lucerastat', 'migalastat HCl', 'migalastat hydrochloride']",C090092,exact_heading,migalastat,0.0
dr:D05032,Miglustat,chebi:50381,pubchem:47206759,51634,['miglustat'],"['OGT-918', 'SC 48334', 'butyldeoxynojirimycin', 'n-butyl deoxynojirimycin', 'Zavesca', 'miglustat', 'n-butyldeoxynojirimycin', 'N-(n-butyl)deoxy-nojirimycin', 'N-(n-butyl)deoxynojirimycin', 'OGT 918', 'SC-48334']",C059896,exact_heading,miglustat,0.0
dr:D05033,Milacemide hydrochloride,N/A,pubchem:47206760,53568,[],[],N/A,failed,N/A,0.0
dr:D05035,Milameline hydrochloride,N/A,pubchem:47206762,9571001,['milameline'],"['milameline', '1,2,5,6-tetrahydro-1-methyl-3-pyridinecarboxaldehyde O-methyloxime monohydrochloride', 'CI-979', 'CI979', 'CI 979', 'CI 979, (E)-isomer HCl']",C084978,exact_heading,milameline,0.0
dr:D05036,Milodistim,N/A,pubchem:47206763,N/A,[],[],N/A,failed,N/A,0.0
dr:D05037,Trimetoquinol hydrochloride hydrate,N/A,pubchem:47206764,23724963,['Tretoquinol'],"['AQ-110', 'AQL208', 'CV 705', 'AQ 110', 'AQL 208', 'CV705', 'Tretoquinol', 'Tretoquinol Hydrochloride', 'Tretoquinol-(R)', 'CV-705', 'Tetroquinol', 'Trimethoquinol', 'AQL-208', 'Tretoquinol Hydrochloride Anhydrous', 'Tretoquinol Hydrochloride, (S)-Isomer', 'AQ110', 'Tretoquinol-(S) HCl', 'Trimetoquinol']",D014213,exact_heading,Tretoquinol,0.0
dr:D05039,Minaprine,chebi:51038,pubchem:47206766,4199,['minaprine'],"['Agr 1240', '3-(2-morpholino-ethylamino)-4-methyl-6-phenyl pyridazine, dihydrochloride', 'Cantor', 'minaprine dihydrochloride', 'MINAPRINE HYDROCHLORIDE', 'minaprine', '3-(morpholinoethyl)amino-4-methyl-6-phenylpyridazine']",C006149,exact_heading,minaprine,0.0
dr:D05040,Minaprine hydrochloride,chebi:51040,pubchem:47206767,33254,['minaprine'],"['Cantor', 'minaprine', 'MINAPRINE HYDROCHLORIDE', '3-(2-morpholino-ethylamino)-4-methyl-6-phenyl pyridazine, dihydrochloride', '3-(morpholinoethyl)amino-4-methyl-6-phenylpyridazine', 'Agr 1240', 'minaprine dihydrochloride']",C006149,exact_heading,minaprine,0.0
dr:D05048,Mirfentanil hydrochloride,N/A,pubchem:47206775,60697,[],[],N/A,failed,N/A,0.0
dr:D05050,Mirisetron maleate,N/A,pubchem:47206777,6435818,['mirisetron'],"['SEC 579', 'SEC-579', 'mirisetron hydrochloride', 'N-(8-methyl-8-azabicyclo(3.2.1)octan-3-yl)-1-cyclohexyl-1,4-dihydro-4-oxoquinoline-3-carboxamide (endo-)', 'WAY-SEC-579', 'mirisetron maleate', 'WAY 100579', 'WAY-100579', 'mirisetron']",C104926,exact_heading,mirisetron,0.0
dr:D05053,Mitemcinal fumarate,N/A,pubchem:47206780,11513721,['mitemcinal'],"['mitemcinal', 'GM-611', 'GM611', 'de(N-methyl)-11-deoxy-N-isopropyl-12-O-methyl-11-oxo-8,9-anhydroerythromycin A 6,9-hemiacetal fumaric acid', 'GM 611']",C103741,exact_heading,mitemcinal,0.0
dr:D05054,Mitindomide,N/A,pubchem:47206781,23724966,['mitindomide'],"['mitindomide', 'tricyclo(4.2.2.0(2,5))dec-9-ene-3,4,7,8-tetracarboxylic acid diimide', ""3a,3b,4,4a,7a,8a,8b-octahydro-4,8-ethenopyrrolo(3',4':3,4)cyclobut(1,2-f)isoindole-1,3,5,7(2H,6H)-tetrone"", 'NSC 284356', 'NSC-284356']",C047749,exact_heading,mitindomide,0.0
dr:D05060,Mitratapide,N/A,pubchem:47206787,213047,['mitratapide'],"['R103757', 'mitratapide', 'R 103757']",C493731,exact_heading,mitratapide,0.0
dr:D05062,Mivobulin isethionate,N/A,pubchem:47206789,182762,['canertinib dihydrochloride'],"['PD 183805', 'canertinib dihydrochloride', 'PD-183805', 'CI 980', 'CI-980', 'PD183805']",C072383,exact_heading,canertinib dihydrochloride,0.0
dr:D05066,Molgramostim,N/A,pubchem:47206793,N/A,[],[],N/A,failed,N/A,0.0
dr:D05077,Moricizine,chebi:6997,pubchem:47206804,34633,['Moricizine'],"['EN 313', 'EN-313', 'EN313', 'Moracizine', 'Moricizine Hydrochloride', 'Hydrochloride, Moricizine', 'Moracizin', 'Moricizine', 'Ethmozin', 'Ethmozine', 'Etmozin']",D016293,exact_heading,Moricizine,0.0
dr:D05085,Moxilubant maleate,N/A,pubchem:47206812,9959759,['CGS 25019C'],"['4-(5-(4-(aminoiminomethyl)phenoxy)pentoxy)-3-methoxy-N,N-bis(1-methylethyl) 2-butanedioate', 'CGS 25019C', 'CGS-25019C']",C097662,exact_heading,CGS 25019C,0.0
dr:D05087,Moxonidine,chebi:7009,pubchem:47206814,4810,['moxonidine'],"['BE-5895', 'moxonidin', 'moxonidine', '4-chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-6-methoxy-2-methyl-5-pyrimidinamine', 'Cynt', 'Physiotens', 'BE 5895', 'Moxon', 'Normatens']",C043482,exact_heading,moxonidine,0.0
dr:D05090,Muplestim,N/A,pubchem:47206816,N/A,[],[],N/A,failed,N/A,0.0
dr:D05091,Muraglitazar,chebi:188851,pubchem:47206817,206044,['muraglitazar'],"['BMS-298585', 'BMS 298585', 'BMS298585', 'muraglitazar', 'N-((4-methoxyphenoxy)carbonyl)-N-((4-(2-(5-methyl-2-phenyl-4-oxazolyl)ethoxy)phenyl)methyl)glycine', 'Pargluva']",C500085,exact_heading,muraglitazar,0.0
dr:D05092,Muromonab-CD3,N/A,pubchem:17398247,N/A,[],[],N/A,failed,N/A,0.0
dr:D05093,Muzolimine,N/A,pubchem:47206818,41386,['Muzolimine'],"['Muzolimine', 'Bay G 2821', 'G 2821, Bay']",D009156,exact_heading,Muzolimine,0.0
dr:D05094,Mycophenolate mofetil hydrochloride,N/A,pubchem:47206819,6441022,['Mycophenolic Acid'],"['Cellcept', 'RS 61443', 'mycophenolate mofetil hydrochloride', 'Mofetil, Mycophenolate', 'Mycophenolate, Sodium', 'Mycophenolic Acid', 'Sodium Mycophenolate', 'mycophenolic acid morpholinoethyl ester', 'myfortic', 'Mofetil Hydrochloride, Mycophenolate', 'Mycophenolate Sodium', 'RS-61443', 'RS61443', 'mycophenolate mofetil']",D009173,exact_heading,Mycophenolic Acid,0.0
dr:D05095,Mycophenolate sodium,chebi:67155,pubchem:47206820,23665584,['Mycophenolic Acid'],"['Mycophenolate, Sodium', 'RS 61443', 'mycophenolate mofetil hydrochloride', 'mycophenolic acid morpholinoethyl ester', 'Mycophenolate Sodium', 'RS-61443', 'RS61443', 'Sodium Mycophenolate', 'mycophenolate mofetil', 'Cellcept', 'Mofetil Hydrochloride, Mycophenolate', 'Mofetil, Mycophenolate', 'Mycophenolic Acid', 'myfortic']",D009173,exact_heading,Mycophenolic Acid,0.0
dr:D05096,Mycophenolic acid,chebi:168396,pubchem:47206821,446541,['Mycophenolic Acid'],"['Cellcept', 'Mycophenolate Sodium', 'RS 61443', 'myfortic', 'Mofetil Hydrochloride, Mycophenolate', 'Mofetil, Mycophenolate', 'RS-61443', 'RS61443', 'mycophenolate mofetil', 'Mycophenolate, Sodium', 'Mycophenolic Acid', 'Sodium Mycophenolate', 'mycophenolate mofetil hydrochloride', 'mycophenolic acid morpholinoethyl ester']",D009173,exact_heading,Mycophenolic Acid,0.0
dr:D05099,Nabilone,N/A,pubchem:47206824,5284592,['nabilone'],"['Lilly 109514', 'nabilone', 'nabilone, (trans-(+-))-isomer', 'Cesamet', 'LY 109514', 'nabilone, (6aR-trans)-isomer', 'nabilone, (6aS-trans)-isomer', 'nabilone, (cis-(+-))-isomer']",C011941,exact_heading,nabilone,0.0
dr:D05106,Nafoxidine hydrochloride,N/A,pubchem:47206831,15805,['Nafoxidine'],"['Nafoxidine Hydrochloride', 'U 11000A', 'U-11000A', 'U 11,100A', 'U-11,100A', 'Hydrochloride, Nafoxidine', 'Nafoxidine', 'U11,100A', 'U11000A']",D009256,exact_heading,Nafoxidine,0.0
dr:D05107,Nafronyl oxalate,N/A,pubchem:47206832,312915,['Nafronyl'],"['Di-Actane', 'LS121', 'Nafronyl Oxalate', 'Nafronyloxalate', 'Naftiratiopharm', 'Praxilene', 'Praxilène', 'Artocoron', 'LS 121', 'Naftilong', 'Azunaftil', 'Di Actane', 'Dusodril', 'Nafti ratiopharm', 'Nafti-Puren', 'Nafti-ratiopharm', 'Naftidrofuryl', 'Naftilux', 'Oxalate, Nafronyl', 'Oxalate, Naftifurin', 'Gévatran', 'LS-121', 'Nafronyl', 'Nafti Puren', 'Naftifurin Oxalate', 'nafti von ct']",D009257,exact_heading,Nafronyl,0.0
dr:D05111,Nalmefene,chebi:7457,pubchem:47206836,5284594,['nalmefene'],"['Selincro', '6-desoxy-6-methylenenaltrexone', 'Revex', 'nalmefene', 'nalmefene hydrochloride', 'opvee']",C038981,exact_heading,nalmefene,0.0
dr:D05113,Naltrexone,chebi:7465,pubchem:47206838,5360515,['Naltrexone'],"['Naltrexone Hydrochloride', 'Nemexin', 'ReVia', 'Antaxone', 'Nalorex', 'Naltrexone', 'Celupan', 'EN1639A', 'Trexan', 'EN 1639A', 'EN-1639A']",D009271,exact_heading,Naltrexone,0.0
dr:D05114,Naminidil,N/A,pubchem:47206839,158438,[],[],N/A,failed,N/A,0.0
dr:D05116,Nandrolone cyclotate,N/A,pubchem:47206841,164526,[],[],N/A,failed,N/A,0.0
dr:D05117,Nantradol hydrochloride,N/A,pubchem:47206842,47652,['nantradol'],"['levonantradol', 'nantradol hydrochloride (6S-(3(S*), 6alpha,6aalpha,9alpha,10abeta))-isomer', 'nantradol, ((3(S*),6alpha,6aalpha,9alpha,10abeta)-(+-))-isomer', 'nantradol, (6S-(3(S*),6alpha,6aalpha,9alpha,10abeta))-isomer', 'nantradol', 'nantradol hydrochloride, (3(R*),6alpha,6aalpha,9alpha,10abeta)-(+)-isomer', 'nantradol hydrochloride', 'nantradol, ((3(R*),6alpha,6aalpha,9alpha,10abeta)-(+-))-isomer', 'nantradol, (6R-(3(S*),6alpha,6aalpha,9alpha,10abeta))-isomer']",C025490,exact_heading,nantradol,0.0
dr:D05119,Napamezole hydrochloride,N/A,pubchem:47206844,3033727,[],[],N/A,failed,N/A,0.0
dr:D05120,Napitane mesylate,N/A,pubchem:47206845,15029915,[],[],N/A,failed,N/A,0.0
dr:D05124,Naxagolide hydrochloride,chebi:177381,pubchem:47206849,57532,['MK 458'],"['MK-458', 'MK 458']",C071191,exact_heading,MK 458,0.0
dr:D05125,Naxifylline,N/A,pubchem:47206850,23724971,[],[],N/A,failed,N/A,0.0
dr:D05127,Nebivolol,chebi:64022,pubchem:47206852,9844194,[],[],N/A,failed,N/A,0.0
dr:D05143,Nepafenac,chebi:75922,pubchem:47206867,151075,['nepafenac'],"['Nevanac', '2-amino-3-benzoylbenzeneacetamide', 'nepafenac']",C414203,exact_heading,nepafenac,0.0
dr:D05145,Neramexane mesylate,N/A,pubchem:47206869,11425584,[],[],N/A,failed,N/A,0.0
dr:D05146,Nerelimomab,N/A,pubchem:47206870,N/A,[],[],N/A,failed,N/A,0.0
dr:D05147,Nesiritide,N/A,pubchem:47206871,N/A,[],[],N/A,failed,N/A,0.0
dr:D05148,Nesiritide citrate,N/A,pubchem:47206872,N/A,[],[],N/A,failed,N/A,0.0
dr:D05150,Netoglitazone,N/A,pubchem:47206874,204109,['netoglitazone'],"['5-((6-((2-fluorophenyl)methoxy)-2-naphthalenyl)methyl)-2,4-thiazolidinedione', 'MCC 555', 'PGX 510', 'MCC-555', 'RWJ-241947', 'isaglitazone', 'PGX-510', '2,4-thiazolidinedione, 5-((6-((2-fluorophenyl)methoxy)-2-naphthalenyl)methyl)-', 'RWJ241947', 'netoglitazone']",C115174,exact_heading,netoglitazone,0.0
dr:D05152,Netupitant,chebi:85155,pubchem:47206876,6451149,['netupitant'],"['RO-67-3189', 'netupitant hydrochloride', '2-(3,5-bis(trifluoromethyl)phenyl)-N,2-dimethyl-N-(4-(2-methylphenyl)-6-(4-methylpiperazin-1-yl)pyridin-3-yl)propanamide', '2-(3,5-bis(trifluoromethyl)phenyl)-N-methyl-N-(4-(2-methylphenyl)-6-(4-methylpiperazin-1-yl)pyridin-3-yl)-2-methylpropanamide', 'RO 67-3189 000', 'netupitant dihydrochloride', 'RO-67-3189 000', 'benzeneacetamide, N, alpha, alpha-trimethyl-N-(4-(2-methylphenyl)-6-(4-methyl-1-piperazinyl)-3-pyridinyl)-3,5-bis(trifluoromethyl)-', 'netupitant', 'RO 673189000', 'RO-673189000', 'benzeneacetamide, N, alpha,alpha-trimethyl-N-(4-(2-methylphenyl)-6-(4-methyl-1-piperazinyl)-3-pyridinyl)-3,5-bis(trifluoromethyl)-, hydrochloride (1:2)']",C508854,exact_heading,netupitant,0.0
dr:D05156,Nicotine bitartrate,chebi:140115,pubchem:47206880,2735102,['Nicotine'],"['Nicotine', 'Nicotine Bitartrate', 'Nicotine Tartrate']",D009538,exact_heading,Nicotine,0.0
dr:D05157,Nicotine polacrilex,N/A,pubchem:47206881,N/A,[],[],N/A,failed,N/A,0.0
dr:D05173,Nisoxetine,chebi:73410,pubchem:47206897,4500,['nisoxetine'],"['3-(2-methoxyphenoxy)-N-methyl-3-phenylpropylamine', 'LY 94939', 'Lilly 135252', 'nisoxetine', '3-(o-methoxyphenoxy)-N-methyl-3-phenylpropylamine', 'DL-N-methyl-3-(o-methoxyphenoxy)-N-methyl-3-phenylpropylamine', 'LY 135252', 'LY-135252', 'nisoxetine hydrochloride', 'nisoxetine hydrochloride, (+-)-isomer', 'nisoxetine, (+-)-isomer', 'Lilly 94939', 'N-methyl-gamma-(2-methylphenoxy)phenylpropanolamine']",C011386,exact_heading,nisoxetine,0.0
dr:D05174,Nisterime acetate,chebi:177572,pubchem:47206898,10006270,['nisterime acetate'],"['17 beta-acetoxy-2 alpha-chloro-3-(p-nitrophenoxy)imino-5 alpha-androstane', 'ORF 9326', 'nisterime acetate']",N/A,failed,N/A,0.0
dr:D05177,Nitisinone,chebi:50378,pubchem:47206901,115355,['nitisinone'],"['Orfadin', 'NTBC cpd', 'nitisinone', '2-(2-nitro-4-(trifluoromethyl)benzoyl)cyclohexane-1,3-dione', '2-(2-nitro-4-trifluoromethylbenzoyl)-1,3-cyclohexanedione']",C077073,exact_heading,nitisinone,0.0
dr:D05181,Aspirin aluminum,N/A,pubchem:47206905,3032790,[],[],N/A,failed,N/A,0.0
dr:D05183,Ulinastatin,N/A,pubchem:17398250,N/A,[],[],C023022,fuzzy_name,linustatin,0.8571428571428571
dr:D05192,Nitromifene citrate,N/A,pubchem:47206911,3032492,['Nitromifene'],"['CN-55,945-27', 'CN-55945-27', 'Nitromifene Citrate', 'Nitromifene, (Z)-Isomer', 'Nitromifene, (E)-Isomer', 'CI-628', 'CI628', 'Nitromifene', 'Nitromifene Citrate (1:1)', 'CI 628', 'Nitromiphene']",D009594,exact_heading,Nitromifene,0.0
dr:D05194,Nivazol,chebi:177683,pubchem:47206913,9910575,['nivazol'],"[""2'-(4-fluorophenyl)-2'-H-pregna-2,4-dien-20-yno(3,2-c)pyrazol-17-ol"", 'WIN 27914', 'WIN-27914', 'nivazol']",C041704,exact_heading,nivazol,0.0
dr:D05196,Noberastine,N/A,pubchem:47206915,60531,['noberastine'],"['R 72075', 'R-72075', 'R72075', 'noberastine']",C069596,exact_heading,noberastine,0.0
dr:D05200,Nomifensine maleate,N/A,pubchem:47206919,5358907,['Nomifensine'],"['Hoe-984', 'Maleate, Nomifensine', 'Nomifensine', 'Nomifensine Maleate (1:1)', 'Hoe984', 'Linamiphen', 'Merital', 'Hoe 984', 'Nomifensin', 'Nomifensine Maleate']",D009627,exact_heading,Nomifensine,0.0
dr:D05205,Norelgestromin,N/A,pubchem:47206924,9568628,['norelgestromin'],"['17-deacetylnorgestimate', 'levonorgestrel oxime, (3Z,17alpha)-isomer', 'norelgestromin', '18,19-dinorpregn-4-en-20-yn-3-one, 13-ethyl-17-hydroxy-, oxime, (17alpha)-', 'LNGO', 'levonorgestrel oxime, (3E,17alpha)-isomer', 'progestin norelgestromin', 'levonorgestrel oxime']",C449219,exact_heading,norelgestromin,0.0
dr:D05206,Norepinephrine bitartrate,N/A,pubchem:47206925,3047796,['Norepinephrine'],"['Arterenol', 'Norepinephrine Hydrochloride', 'Norepinephrine d-Tartrate (1:1)', 'Levonorepinephrine', 'Levophed Bitartrate', 'Noradrenaline', 'Noradrénaline tartrate renaudin', 'Norepinephrine l-Tartrate (1:1), (+,-)-Isomer', 'Norepinephrine l-Tartrate (1:1), Monohydrate', 'Norepinephrine, (+,-)-Isomer', 'Levarterenol', 'Levophed', 'Noradrenaline Bitartrate', 'Norepinephrine l-Tartrate (1:1)', 'Norepinephrine l-Tartrate (1:1), Monohydrate, (+)-Isomer', 'Norepinephrine l-Tartrate, (+)-Isomer', 'Levonor', 'Norepinephrin d-Tartrate (1:1)', 'Norepinephrine', 'Norepinephrine Bitartrate', 'Norepinephrine Hydrochloride, (+)-Isomer', 'Norepinephrine Hydrochloride, (+,-)-Isomer', 'Norepinephrine l-Tartrate (1:2)', 'Norepinephrine, (+)-Isomer']",D009638,exact_heading,Norepinephrine,0.0
dr:D05207,Norethynodrel,chebi:34895,pubchem:47206926,6231,['Norethynodrel'],"['Norethynodrel, (8 alpha)-(+-)-Isomer', 'Norethynodrel', '19-Norpregn-5(10)-en-20-yn-3-one, 17-hydroxy-, (17alpha)-']",D009641,exact_heading,Norethynodrel,0.0
dr:D05209,Norgestimate,chebi:50815,pubchem:47206928,6540478,['norgestimate'],"['norgestimate', 'norgestrel oxime acetate']",C017576,exact_heading,norgestimate,0.0
dr:D05215,Obidoxime chloride,N/A,pubchem:47206934,135566074,['Obidoxime Chloride'],"['Obidoxime', 'Obidoxime Chloride', 'Chloride, Obidoxime', 'Obidoxim', 'Toxogonin']",D009768,exact_heading,Obidoxime Chloride,0.0
dr:D05216,Oblimersen sodium,N/A,pubchem:47206935,N/A,[],[],N/A,failed,N/A,0.0
dr:D05217,Ocfentanil hydrochloride,N/A,pubchem:47206936,9931207,['ocfentanil'],"['A-3217', 'ocfentanil', '1-(2-phenylethyl)-4-(N-(2-fluorophenyl)methoxyacetamido)piperidine', 'A 3217']",C071395,exact_heading,ocfentanil,0.0
dr:D05218,Ocrelizumab,N/A,pubchem:47206937,N/A,[],[],N/A,failed,N/A,0.0
dr:D05228,Octodrine,N/A,pubchem:47206947,10982,['2-amino-6-methylheptane'],"['octodrine', '2-amino-6-methylheptane']",N/A,failed,N/A,0.0
dr:D05230,Octreotide pamoate,N/A,pubchem:47206949,11979378,[],[],N/A,failed,N/A,0.0
dr:D05246,Olmesartan,N/A,pubchem:47206963,158781,['olmesartan'],"[""4-(hydroxy-1-methylethyl)-2-propyl-1-((2'-(1H-tetrazol-5-yl)-1,1'-biphenyl-4-yl)methyl)-1H-imidazole-5-carboxylic acid"", 'RNH 6270', 'olmesartan', 'CS-088', 'omesartan']",C437965,exact_heading,olmesartan,0.0
dr:D05249,Olvanil,chebi:177616,pubchem:47206965,5311093,['olvanil'],"['N-(3-methoxy-4-hydroxybenzyl)oleamide', 'NE 19550', 'NE-19550', 'olvanil']",C054256,exact_heading,olvanil,0.0
dr:D05251,Omalizumab,N/A,pubchem:47206967,N/A,[],[],N/A,failed,N/A,0.0
dr:D05255,Omega-3-acid ethyl esters,N/A,pubchem:47206969,N/A,[],[],N/A,failed,N/A,0.0
dr:D05258,Serum gonadotrophin,N/A,pubchem:47206970,N/A,[],[],N/A,failed,N/A,0.0
dr:D05259,Omeprazole magnesium,N/A,pubchem:17398261,130564,['Omeprazole'],"['H 168-68', 'Omeprazole', 'Omeprazole Magnesium', 'H 168 68', 'Omeprazole Sodium', 'Sodium, Omeprazole', 'H 16868', 'Magnesium, Omeprazole', 'Prilosec']",D009853,exact_heading,Omeprazole,0.0
dr:D05261,Omeprazole sodium injection,N/A,pubchem:17398263,23681230,['Omeprazole'],"['H 16868', 'Prilosec', 'H 168 68', 'H 168-68', 'Magnesium, Omeprazole', 'Omeprazole Magnesium', 'Omeprazole Sodium', 'Sodium, Omeprazole', 'Omeprazole']",D009853,exact_heading,Omeprazole,0.0
dr:D05263,Onercept,N/A,pubchem:47206972,N/A,[],[],N/A,failed,N/A,0.0
dr:D05266,Oprelvekin,N/A,pubchem:47206975,N/A,[],[],C105308,fuzzy_name,oprelvekin,0.9
dr:D05267,Orbofiban acetate,N/A,pubchem:47206976,11980087,['orbofiban'],"['N(((3)-1-(p-amidino-phenyl)-2-oxo-3-pyrrolidinyl)carbamoyl)-beta-alanine,ethyl ester, monoacetate quadrantihydrate', 'SC 57099B', 'SC-57099B', 'SC57099B', 'orofiban', 'orbofiban', 'orofiban acetate']",C120234,exact_heading,orbofiban,0.0
dr:D05269,Oregovomab,N/A,pubchem:47206978,N/A,[],[],N/A,failed,N/A,0.0
dr:D05275,Orpanoxin,N/A,pubchem:47206984,43382,['orpanoxin'],"['F-776', '5-(4-chlorophenyl)-beta-hydroxy-2-furanpropanoic acid', 'orpanoxin']",C024876,exact_heading,orpanoxin,0.0
dr:D05276,Pirenzepine hydrochloride hydrate,N/A,pubchem:17398264,11954384,[],[],N/A,failed,N/A,0.0
dr:D05277,Formoterol fumarate hydrate,N/A,pubchem:17398265,9919001,['Formoterol Fumarate'],"['BD 40A', 'Foradil', 'formoterol', '3-formylamino-4-hydroxy-alpha-(N-1-methyl-2-p-methoxyphenethylaminomethyl)benzyl alcohol.hemifumarate', 'Oxis', 'formoterol, ((R*,R*)-(+-))-isomer', 'eformoterol', 'formoterol fumarate', 'formoterol fumarate, ((R*,R*)-(+-))-isomer', 'arformoterol']",N/A,failed,N/A,0.0
dr:D05278,Oxagrelate,N/A,pubchem:47206985,41946,['phthalazinol'],"['EG-266', 'EG 626', 'phthalazinol']",C011329,exact_heading,phthalazinol,0.0
dr:D05284,Oxaprotiline hydrochloride,N/A,pubchem:47206990,38206,['hydroxymaprotilin'],"['CGP 12103A', 'hydroxymaprotilin', 'hydroxymaprotilin hydrochloride, (R)-isomer', 'hydroxymaprotilin, (+R)-isomer', 'levoprotiline', 'oxaprotiline', 'C 49802B-Ba', 'C-49802B-Ba', 'CGP 12104A', 'hydroxymaprotilin hydrochloride', 'hydroxymaprotilin hydrochloride, (S)-isomer', 'hydroxymaprotilin, (+-)-isomer', 'hydroxymaprotilin, (S)-isomer']",C027299,exact_heading,hydroxymaprotilin,0.0
dr:D05292,Oxfenicine,chebi:31755,pubchem:47206995,36143,['4-hydroxyphenylglycine'],"['4-hydroxyphenylglycine hydrobromide, (+-)-isomer', '4-hydroxyphenylglycine, (S)-isomer', '4-hydroxyphenylglycine, 2,4-dimethylbenzenesulfonate, (+-)-isomer', 'D-p-hydroxyphenylglycine', 'oxfenicine', 'p-hydroxyphenylglycine', '4-hydroxyphenylglycine', '4-hydroxyphenylglycine, (R)-isomer', '4-hydroxyphenylglycine, 4-methylbenzenesulfonate, (+-)-isomer', '4-hydroxyphenylglycine perchlorate, (+-)-isomer', '4-hydroxyphenylglycine, 2,4-dimethylbenzenesulfonate, (R)-isomer', '4-hydroxyphenylglycine, monosodium salt, (R)-isomer', 'UK 25842', 'UK-25842', '(R,S)-3HPG', '4-hydroxyphenylglycine hydrochloride, (R)-isomer', '4-hydroxyphenylglycine, (+-)-isomer', '4-hydroxyphenylglycine, 4-methylbenzenesulfonate, (S)-isomer', '4-hydroxyphenylglycine, monosodium salt', 'L-4-hydroxyphenylglycine']",C023010,exact_heading,4-hydroxyphenylglycine,0.0
dr:D05299,Oxilorphan,N/A,pubchem:47207000,5361090,['oxilorphan'],"['oxilorphan', 'oxilorphan hydrochloride, (9alpha,13alpha,14alpha)-isomer', 'oxilorphan, (14alpha)-isomer', 'oxilorphan hydrochloride', 'oxilorphan tartrate, (R-(R*,R*))-isomer', 'oxilorphan, (+-)-isomer', 'L-N-cyclopropylmethyl-3,14-dihydroxymorphinan', 'oxilorphan hydrochloride, (+-)-isomer', 'oxilorphan tartrate (2:1), (R-(R*,R*))-isomer', 'oxilorphan, (14alpha)-(+-)-isomer']",C008732,exact_heading,oxilorphan,0.0
dr:D05306,Oxmetidine hydrochloride,N/A,pubchem:47207005,162998,['oxmetidine'],"['SKF 92994', 'oxmetidine', 'oxmetidine dihydrochloride', 'SK and F 92994', 'SK and F-92994']",C027703,exact_heading,oxmetidine,0.0
dr:D05307,Oxmetidine mesylate,N/A,pubchem:47207006,13186930,[],[],N/A,failed,N/A,0.0
dr:D05308,Oxogestone phenpropionate,chebi:177423,pubchem:47207007,20055360,['oxogestone phenylpropionate'],"['20 beta-hydroxy-19-norpregn-4-en-3-one 20-(beta- phenyl)propionate', 'oxogestone phenylpropionate']",N/A,failed,N/A,0.0
dr:D05312,Oxycodone,chebi:7852,pubchem:47207011,5284603,['Oxycodone'],"['Eucodal', 'Oxiconum', 'Oxycodeinon', 'Oxycone', 'Theocodin', 'Dihydrohydroxycodeinone', 'Dinarkon', 'Pancodine', 'Oxycodone Hydrochloride', 'Oxycontin', 'Dihydrone', 'Oxycodone']",D010098,exact_heading,Oxycodone,0.0
dr:D05319,Oxyphenbutazone hydrate,chebi:76259,pubchem:47207014,104811,['Oxyphenbutazone'],"['Tanderil', 'Oxyphenbutazone', 'Oxyphenylbutazone', 'Diflamil', 'Hydroxyphenylbutazone']",D010113,exact_heading,Oxyphenbutazone,0.0
dr:D05333,Paclitaxel poliglumex,N/A,pubchem:47207019,23724978,[],[],C509139,fuzzy_name,paclitaxel poliglumex,0.9523809523809523
dr:D05338,Palifermin,N/A,pubchem:47207024,N/A,[],[],N/A,failed,N/A,0.0
