kegg_id,drug_name,drug_concept,gene_names,gene_concepts
dr:D02560,brofaromine,chemical_mesh_c038213,['MAOA'],['gene_4128']
dr:D02561,Moclobemide,chemical_mesh_d020912,['MAOA'],['gene_4128']
dr:D02562,rasagiline,chemical_mesh_c031967,['MAOB'],['gene_4129']
dr:D02563,befloxatone,chemical_mesh_c090014,['MAOA'],['gene_4128']
dr:D02564,Pargyline,chemical_mesh_d010293,"['MAOA', 'MAOB']","['gene_4128', 'gene_4129']"
dr:D02565,dimethacrine,chemical_mesh_c100110,['ACHE'],['gene_43']
dr:D02568,flesinoxan,chemical_mesh_c056895,"['HTR1A', 'ADRA1A', 'ADRA1B', 'ADRA1D']","['gene_3350', 'gene_148', 'gene_147', 'gene_146']"
dr:D02571,sibutramine,chemical_mesh_c058254,"['SLC6A2', 'SLC6A3', 'SLC6A4']","['gene_6530', 'gene_6531', 'gene_6532']"
dr:D02572,Viloxazine,chemical_mesh_d014745,['SLC6A2'],['gene_6530']
dr:D02577,flibanserin,chemical_mesh_c098107,"['HTR1A', 'HTR2A', 'HTR2B', 'HTR2C']","['gene_3350', 'gene_3356', 'gene_3357', 'gene_3358']"
dr:D02578,agomelatine,chemical_mesh_c084711,"['HTR2C', 'MTNR1A', 'MTNR1B']","['gene_3358', 'gene_4543', 'gene_4544']"
dr:D02579,Iproniazid,chemical_mesh_d007490,"['MAOA', 'MAOB']","['gene_4128', 'gene_4129']"
dr:D02580,Isocarboxazid,chemical_mesh_d007520,"['MAOA', 'MAOB']","['gene_4128', 'gene_4129']"
dr:D02581,cimoxatone,chemical_mesh_c026234,['MAOA'],['gene_4128']
dr:D02594,abecarnil,chemical_mesh_c062769,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['gene_2554', 'gene_2555', 'gene_2556', 'gene_2557', 'gene_2558', 'gene_2559', 'gene_2560', 'gene_2561', 'gene_2562', 'gene_2563', 'gene_2564', 'gene_2565', 'gene_2566', 'gene_2567', 'gene_2568', 'gene_55879']"
dr:D02603,diethazine,chemical_mesh_c100260,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D02604,Acepromazine,chemical_mesh_d000075,"['DRD2', 'DRD1']","['gene_1813', 'gene_1812']"
dr:D02614,denopamine,chemical_mesh_c037293,['ADRB1'],['gene_153']
dr:D02616,pagoclone,chemical_mesh_c447412,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['gene_2554', 'gene_2555', 'gene_2556', 'gene_2557', 'gene_2558', 'gene_2559', 'gene_2560', 'gene_2561', 'gene_2562', 'gene_2563', 'gene_2564', 'gene_2565', 'gene_2566', 'gene_2567', 'gene_2568', 'gene_55879']"
dr:D02618,butobarbital,chemical_mesh_c027712,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['gene_2554', 'gene_2555', 'gene_2556', 'gene_2557', 'gene_2558', 'gene_2559', 'gene_2560', 'gene_2561', 'gene_2562', 'gene_2563', 'gene_2564', 'gene_2565', 'gene_2566', 'gene_2567', 'gene_2568', 'gene_55879']"
dr:D02625,Trifluperidol,chemical_mesh_d014272,['DRD2'],['gene_1813']
dr:D02626,bromperidol decanoate,chemical_mesh_c077144,['DRD2'],['gene_1813']
dr:D02627,Benperidol,chemical_mesh_d001544,['DRD2'],['gene_1813']
dr:D02630,Penfluridol,chemical_mesh_d010395,"['CACNA1I', 'CACNA1H', 'CACNA1G']","['gene_8911', 'gene_8912', 'gene_8913']"
dr:D02633,lomerizine,chemical_mesh_c052424,"['CACNA1I', 'CACNA1H', 'CACNA1G']","['gene_8911', 'gene_8912', 'gene_8913']"
dr:D02640,indiplon,chemical_mesh_c469870,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['gene_2554', 'gene_2555', 'gene_2556', 'gene_2557', 'gene_2558', 'gene_2559', 'gene_2560', 'gene_2561', 'gene_2562', 'gene_2563', 'gene_2564', 'gene_2565', 'gene_2566', 'gene_2567', 'gene_2568', 'gene_55879']"
dr:D02641,Butaclamol,chemical_mesh_d002069,"['DRD1', 'DRD2']","['gene_1812', 'gene_1813']"
dr:D02655,Etazolate,chemical_mesh_d004974,"['PDE4A', 'PDE4B', 'PDE4C', 'PDE4D']","['gene_5141', 'gene_5142', 'gene_5143', 'gene_5144']"
dr:D02656,fananserin,chemical_mesh_c070475,"['HTR2A', 'DRD4']","['gene_3356', 'gene_1815']"
dr:D02666,iloperidone,chemical_mesh_c081732,"['DRD2', 'HTR2A', 'HTR2B', 'HTR2C']","['gene_1813', 'gene_3356', 'gene_3357', 'gene_3358']"
dr:D02671,Mesoridazine,chemical_mesh_d008653,"['DRD2', 'HTR2A']","['gene_1813', 'gene_3356']"
dr:D02675,ocaperidone,chemical_mesh_c072259,"['DRD2', 'HTR2A', 'HTR2B', 'HTR2C']","['gene_1813', 'gene_3356', 'gene_3357', 'gene_3358']"
dr:D02676,oxiperomide,chemical_mesh_c015411,"['DRD1', 'DRD2', 'DRD3', 'DRD4', 'DRD5']","['gene_1812', 'gene_1813', 'gene_1814', 'gene_1815', 'gene_1816']"
dr:D02680,pipothiazine palmitate,chemical_mesh_c084607,"['DRD2', 'DRD1', 'HTR2A', 'HTR1A']","['gene_1813', 'gene_1812', 'gene_3356', 'gene_3350']"
dr:D02682,Remoxipride,chemical_mesh_d017330,['DRD2'],['gene_1813']
dr:D02684,rimcazole,chemical_mesh_c034931,['SIGMAR1'],['gene_10280']
dr:D02686,setoperone,chemical_mesh_c045359,"['HTR2A', 'HTR2B', 'HTR2C']","['gene_3356', 'gene_3357', 'gene_3358']"
dr:D02688,tiospirone,chemical_mesh_c042709,"['HTR2A', 'HTR2B', 'HTR2C', 'DRD2', 'HTR1A', 'HTR6', 'SIGMAR1']","['gene_3356', 'gene_3357', 'gene_3358', 'gene_1813', 'gene_3350', 'gene_3362', 'gene_10280']"
dr:D02689,ramelteon,chemical_mesh_c495910,"['MTNR1A', 'MTNR1B']","['gene_4543', 'gene_4544']"
dr:D02693,Devazepide,chemical_mesh_d020109,['CCKAR'],['gene_886']
dr:D02696,talampanel,chemical_mesh_c085266,"['GRIA1', 'GRIA2', 'GRIA3', 'GRIA4']","['gene_2890', 'gene_2891', 'gene_2892', 'gene_2893']"
dr:D02697,valrubicin,chemical_mesh_c016163,"['TOP2A', 'TOP2B']","['gene_7153', 'gene_7155']"
dr:D02698,Teniposide,chemical_mesh_d013713,"['TOP2A', 'TOP2B']","['gene_7153', 'gene_7155']"
dr:D02709,valdecoxib,chemical_mesh_c406224,['PTGS2'],['gene_5743']
dr:D02719,rosaprostol,chemical_mesh_c035288,['PTGFR'],['gene_5737']
dr:D02721,Iloprost,chemical_mesh_d016285,['PTGIR'],['gene_5739']
dr:D02723,Ecraprost,chemical_mesh_c110507,['PTGER1'],['gene_5731']
dr:D02725,sulprostone,chemical_mesh_c016767,['PTGER2'],['gene_5732']
dr:D02726,meteneprost,chemical_mesh_c025505,['PTGER2'],['gene_5732']
dr:D02727,Cloprostenol,chemical_mesh_d003008,['PTGFR'],['gene_5737']
dr:D02730,tegaserod,chemical_mesh_c105050,['HTR4'],['gene_3360']
dr:D02750,aceclidine,chemical_mesh_c084650,['CHRM1'],['gene_1128']
dr:D02754,Acitretin,chemical_mesh_d017255,"['RARA', 'RARB', 'RARG', 'RXRA', 'RXRB', 'RXRG']","['gene_5914', 'gene_5915', 'gene_5916', 'gene_6256', 'gene_6257', 'gene_6258']"
dr:D02755,acivicin,chemical_mesh_c006303,"['GGT1', 'GGT5', 'GGT7']","['gene_2678', 'gene_2687', 'gene_2686']"
dr:D02760,acrivastine,chemical_mesh_c043648,['HRH1'],['gene_3269']
dr:D02762,SC 36602,chemical_mesh_c051827,"['SCN1A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN8A', 'SCN9A', 'SCN10A', 'SCN11A']","['gene_6323', 'gene_6326', 'gene_6328', 'gene_6329', 'gene_6331', 'gene_6334', 'gene_6335', 'gene_6336', 'gene_11280']"
dr:D02769,Adenosine Monophosphate,chemical_mesh_d000249,"['ADORA1', 'ADORA2A', 'ADORA2B', 'ADORA3']","['gene_134', 'gene_135', 'gene_136', 'gene_140']"
dr:D02770,adinazolam,chemical_mesh_c039668,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['gene_2554', 'gene_2555', 'gene_2556', 'gene_2557', 'gene_2558', 'gene_2559', 'gene_2560', 'gene_2561', 'gene_2562', 'gene_2563', 'gene_2564', 'gene_2565', 'gene_2566', 'gene_2567', 'gene_2568', 'gene_55879']"
dr:D02771,adinazolam mesylate,chemical_mesh_c074080,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['gene_2554', 'gene_2555', 'gene_2556', 'gene_2557', 'gene_2558', 'gene_2559', 'gene_2560', 'gene_2561', 'gene_2562', 'gene_2563', 'gene_2564', 'gene_2565', 'gene_2566', 'gene_2567', 'gene_2568', 'gene_55879']"
dr:D02774,adrenalone,chemical_mesh_c040224,"['ADRA1A', 'ADRA1B', 'ADRA1D']","['gene_148', 'gene_147', 'gene_146']"
dr:D02775,adrogolide hydrochloride,chemical_mesh_c095428,['DRD1'],['gene_1812']
dr:D02787,alaproclate,chemical_mesh_c025293,['SLC6A4'],['gene_6532']
dr:D02824,almotriptan,chemical_mesh_c409045,"['HTR1B', 'HTR1D']","['gene_3351', 'gene_3352']"
dr:D02826,alniditan,chemical_mesh_c100822,"['HTR1B', 'HTR1D']","['gene_3351', 'gene_3352']"
dr:D02829,alosetron,chemical_mesh_c090840,"['HTR3A', 'HTR3B', 'HTR3C', 'HTR3D', 'HTR3E']","['gene_3359', 'gene_9177', 'gene_170572', 'gene_200909', 'gene_285242']"
dr:D02833,alpidem,chemical_mesh_c052036,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['gene_2554', 'gene_2555', 'gene_2556', 'gene_2557', 'gene_2558', 'gene_2559', 'gene_2560', 'gene_2561', 'gene_2562', 'gene_2563', 'gene_2564', 'gene_2565', 'gene_2566', 'gene_2567', 'gene_2568', 'gene_55879']"
dr:D02836,altanserin,chemical_mesh_c071983,['HTR2A'],['gene_3356']
dr:D02840,altrenogest,chemical_mesh_c023445,['PGR'],['gene_5241']
dr:D02846,cinalukast,chemical_mesh_c071436,['CYSLTR1'],['gene_10800']
dr:D02848,pobilukast,chemical_mesh_c052393,['CYSLTR1'],['gene_10800']
dr:D02851,LY 171883,chemical_mesh_c044660,['CYSLTR1'],['gene_10800']
dr:D02860,limaprost-alfadex,chemical_mesh_c525749,['PTGER1'],['gene_5731']
dr:D02878,alvimopan,chemical_mesh_c419502,['OPRM1'],['gene_4988']
dr:D02880,alvocidib,chemical_mesh_c077990,"['CDK1', 'CDK2', 'CDK4', 'CDK6', 'CDK7']","['gene_983', 'gene_1017', 'gene_1019', 'gene_1021', 'gene_1022']"
dr:D02893,amesergide,chemical_mesh_c066736,"['HTR2A', 'HTR2C']","['gene_3356', 'gene_3358']"
dr:D02897,amfonelic acid,chemical_mesh_c006486,['SLC6A3'],['gene_6531']
dr:D02933,anagrelide,chemical_mesh_c021139,"['PDE3A', 'PDE3B']","['gene_5139', 'gene_5140']"
dr:D02939,Angiotensin Amide,chemical_mesh_d000802,"['AGTR1', 'AGTR2']","['gene_185', 'gene_186']"
dr:D02941,anileridine,chemical_mesh_c100232,['OPRM1'],['gene_4988']
dr:D02950,Antazoline,chemical_mesh_d000865,['HRH1'],['gene_3269']
dr:D02975,Arbaprostil,chemical_mesh_d001101,['PTGER2'],['gene_5732']
dr:D02976,arbutamine,chemical_mesh_c076559,"['ADRB1', 'ADRB2', 'ADRB3']","['gene_153', 'gene_154', 'gene_155']"
dr:D02991,Carticaine,chemical_mesh_d002355,"['SCN1A', 'SCN2A', 'SCN3A', 'SCN4A', 'SCN5A', 'SCN8A', 'SCN9A', 'SCN10A', 'SCN11A']","['gene_6323', 'gene_6326', 'gene_6328', 'gene_6329', 'gene_6331', 'gene_6334', 'gene_6335', 'gene_6336', 'gene_11280']"
dr:D02996,asoprisnil,chemical_mesh_c488516,['PGR'],['gene_5241']
dr:D03002,atipamezole,chemical_mesh_c050701,"['ADRA2A', 'ADRA2B', 'ADRA2C']","['gene_150', 'gene_151', 'gene_152']"
dr:D03010,atreleuton,chemical_mesh_c096921,['ALOX5'],['gene_240']
dr:D03012,avasimibe,chemical_mesh_c423185,"['SOAT1', 'SOAT2']","['gene_6646', 'gene_8435']"
dr:D03014,avitriptan,chemical_mesh_c103231,"['HTR1B', 'HTR1D']","['gene_3351', 'gene_3352']"
dr:D03021,Azacitidine,chemical_mesh_d001374,"['DNMT1', 'DNMT3A', 'DNMT3B']","['gene_1786', 'gene_1788', 'gene_1789']"
dr:D03037,azimilide,chemical_mesh_c086123,"['KCNH2', 'KCNQ1']","['gene_3757', 'gene_3784']"
dr:D03051,bamifylline,chemical_mesh_c006683,['ADORA1'],['gene_134']
dr:D03059,batabulin,chemical_mesh_c119368,"['TUBB3', 'TUBB4A', 'TUBB4B', 'TUBB', 'TUBB8', 'TUBB2B', 'TUBB2A', 'TUBB1', 'TUBB6']","['gene_10381', 'gene_10382', 'gene_10383', 'gene_203068', 'gene_347688', 'gene_347733', 'gene_7280', 'gene_81027', 'gene_84617']"
dr:D03060,batanopride,chemical_mesh_c060190,"['HTR3A', 'HTR3B', 'HTR3C', 'HTR3D', 'HTR3E']","['gene_3359', 'gene_9177', 'gene_170572', 'gene_200909', 'gene_285242']"
dr:D03061,batimastat,chemical_mesh_c080985,"['MMP2', 'MMP9']","['gene_4313', 'gene_4318']"
dr:D03062,bazedoxifene,chemical_mesh_c447119,"['ESR1', 'ESR2']","['gene_2099', 'gene_2100']"
dr:D03073,bemesetron,chemical_mesh_c042253,"['HTR3A', 'HTR3B', 'HTR3C', 'HTR3D', 'HTR3E']","['gene_3359', 'gene_9177', 'gene_170572', 'gene_200909', 'gene_285242']"
dr:D03077,benazeprilat,chemical_mesh_c052133,['ACE'],['gene_1636']
dr:D03080,benoxaprofen,chemical_mesh_c011677,['ALOX5'],['gene_240']
dr:D03082,Benserazide,chemical_mesh_d001545,['DDC'],['gene_1644']
dr:D03087,Dexetimide,chemical_mesh_d003909,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D03088,benzilonium bromide,chemical_mesh_c004460,"['CHRM1', 'CHRM2', 'CHRM3', 'CHRM4', 'CHRM5']","['gene_1128', 'gene_1129', 'gene_1131', 'gene_1132', 'gene_1133']"
dr:D03095,benzylpenicilloyl G polylysine,chemical_mesh_c509029,"['FCER1A', 'FCER1G']","['gene_2205', 'gene_2207']"
dr:D03100,besonprodil,chemical_mesh_c481484,['GRIN2B'],['gene_2904']
dr:D03114,bimosiamose disodium,chemical_mesh_c108700,"['SELE', 'SELL', 'SELP']","['gene_6401', 'gene_6402', 'gene_6403']"
dr:D03116,bindarit,chemical_mesh_c079489,['CCL2'],['gene_6347']
dr:D03120,binodenoson,chemical_mesh_c101949,['ADORA2A'],['gene_135']
dr:D03128,biricodar,chemical_mesh_c106077,['ABCB1'],['gene_5243']
dr:D03145,boldenone undecylenate,chemical_mesh_c001371,['AR'],['gene_367']
dr:D03154,brequinar,chemical_mesh_c046943,['DHODH'],['gene_1723']
dr:D03155,bretazenil,chemical_mesh_c054626,"['GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['gene_2554', 'gene_2555', 'gene_2556', 'gene_2557', 'gene_2558', 'gene_2559', 'gene_2560', 'gene_2561', 'gene_2562', 'gene_2563', 'gene_2564', 'gene_2565', 'gene_2566', 'gene_2567', 'gene_2568', 'gene_55879']"
dr:D03158,Brocresine,chemical_mesh_d001958,['HDC'],['gene_3067']
dr:D03163,bromfenac,chemical_mesh_c053083,"['PTGS1', 'PTGS2']","['gene_5742', 'gene_5743']"
dr:D03170,bucindolol,chemical_mesh_c024307,['ADRB2'],['gene_154']
dr:D03177,Bunolol,chemical_mesh_d064805,"['ADRB1', 'ADRB2']","['gene_153', 'gene_154']"
dr:D03187,butaprost,chemical_mesh_c048491,['PTGER2'],['gene_5732']
dr:D03198,Butoxamine,chemical_mesh_d002078,['ADRB2'],['gene_154']
dr:D03208,aliskiren,chemical_mesh_c446481,['REN'],['gene_5972']
dr:D03212,ATL 146e,chemical_mesh_c431129,['ADORA2A'],['gene_135']
dr:D03213,apixaban,chemical_mesh_c522181,['F10'],['gene_2159']
dr:D03217,avanafil,chemical_mesh_c553414,['PDE5A'],['gene_8654']
dr:D03220,becatecarin,chemical_mesh_c093269,"['TOP2A', 'TOP2B']","['gene_7153', 'gene_7155']"
dr:D03225,belotecan,chemical_mesh_c116963,['TOP1'],['gene_7150']
dr:D03239,(N-propargyl-(3R) aminoindan-5-yl)-ethyl methyl carbamate,chemical_mesh_c423264,"['ACHE', 'BCHE', 'MAOA', 'MAOB']","['gene_43', 'gene_590', 'gene_4128', 'gene_4129']"
dr:D03241,nitecapone,chemical_mesh_c057364,['COMT'],['gene_1312']
dr:D03248,Clorgyline,chemical_mesh_d003010,['MAOA'],['gene_4128']
dr:D03252,bosutinib,chemical_mesh_c471992,"['ABL1', 'SRC']","['gene_25', 'gene_6714']"
dr:D03338,calusterone,chemical_mesh_c073055,['AR'],['gene_367']
dr:D03349,candoxatrilat,chemical_mesh_c060942,['MME'],['gene_4311']
dr:D03350,canertinib dihydrochloride,chemical_mesh_c072383,"['EGFR', 'ERBB2', 'ERBB3', 'ERBB4']","['gene_1956', 'gene_2064', 'gene_2065', 'gene_2066']"
dr:D03359,cangrelor,chemical_mesh_c117446,['P2RY12'],['gene_64805']
dr:D03363,Canrenone,chemical_mesh_d002192,['NR3C2'],['gene_4306']
dr:D03365,Nicotine,chemical_mesh_d009538,"['CHRNA1', 'CHRNA2', 'CHRNA3', 'CHRNA4', 'CHRNA5', 'CHRNA6', 'CHRNA7', 'CHRNA9', 'CHRNA10', 'CHRNB1', 'CHRNB2', 'CHRNB3', 'CHRNB4', 'CHRND', 'CHRNE', 'CHRNG']","['gene_1134', 'gene_1135', 'gene_1136', 'gene_1137', 'gene_1138', 'gene_8973', 'gene_1139', 'gene_55584', 'gene_57053', 'gene_1140', 'gene_1141', 'gene_1142', 'gene_1143', 'gene_1144', 'gene_1145', 'gene_1146']"
dr:D03378,caracemide,chemical_mesh_c044466,['RRM1'],['gene_6240']
dr:D03405,carfentanil,chemical_mesh_c017114,['OPRM1'],['gene_4988']
dr:D03406,cariporide,chemical_mesh_c093373,['SLC9A1'],['gene_6548']
dr:D03409,caroxazone,chemical_mesh_c006919,"['MAOA', 'MAOB']","['gene_4128', 'gene_4129']"
dr:D03410,carprofen,chemical_mesh_c007005,"['PTGS1', 'PTGS2']","['gene_5742', 'gene_5743']"
dr:D03440,ceronapril,chemical_mesh_c054518,['ACE'],['gene_1636']
dr:D03442,Ceruletide,chemical_mesh_d002108,['CCKAR'],['gene_886']
dr:D03447,cetaben,chemical_mesh_c018246,"['SOAT1', 'SOAT2']","['gene_6646', 'gene_8435']"
dr:D03449,cetamolol,chemical_mesh_c038931,['ADRB1'],['gene_153']
dr:D03490,cicloprolol,chemical_mesh_c053708,['ADRB1'],['gene_153']
dr:D03491,Tolnaftate,chemical_mesh_d014047,"['HRH1', 'SLC6A4', 'SLC6A2']","['gene_3269', 'gene_6532', 'gene_6530']"
dr:D03493,ciglitazone,chemical_mesh_c039671,['PPARG'],['gene_5468']
dr:D03494,ciladopa,chemical_mesh_c045964,"['DRD1', 'DRD2']","['gene_1812', 'gene_1813']"
dr:D03495,cilansetron,chemical_mesh_c084473,"['HTR3A', 'HTR3B', 'HTR3C', 'HTR3D', 'HTR3E']","['gene_3359', 'gene_9177', 'gene_170572', 'gene_200909', 'gene_285242']"
dr:D03502,cimaterol,chemical_mesh_c047411,"['ADRB1', 'ADRB2', 'ADRB3']","['gene_153', 'gene_154', 'gene_155']"
dr:D03518,"4-(2-(5,5-dimethylhex-1-ynyl)cyclopropyl)imidazole",chemical_mesh_c114969,['HRH3'],['gene_11255']
dr:D03521,ciprofibrate,chemical_mesh_c019304,['PPARA'],['gene_5465']
dr:D03534,clebopride,chemical_mesh_c014417,['DRD2'],['gene_1813']
dr:D03536,clentiazem,chemical_mesh_c056595,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['gene_775', 'gene_776', 'gene_778', 'gene_779']"
dr:D03541,clocortolone,chemical_mesh_c004686,['NR3C1'],['gene_2908']
dr:D03547,clofilium,chemical_mesh_c022799,"['KCND1', 'KCND2', 'KCND3', 'KCNH1', 'KCNH2', 'KCNT2']","['gene_3750', 'gene_3751', 'gene_3752', 'gene_3756', 'gene_3757', 'gene_343450']"
dr:D03556,Clopenthixol,chemical_mesh_d003006,"['DRD1', 'DRD2']","['gene_1812', 'gene_1813']"
dr:D03561,cloprednol,chemical_mesh_c011731,['NR3C1'],['gene_2908']
dr:D03594,cortivazol,chemical_mesh_c005924,['NR3C1'],['gene_2908']
dr:D03618,Cyclazocine,chemical_mesh_d003496,"['OPRM1', 'OPRK1']","['gene_4988', 'gene_4986']"
dr:D03621,Cyclizine,chemical_mesh_d003501,['HRH1'],['gene_3269']
dr:D03642,daltroban,chemical_mesh_c051762,['TBXA2R'],['gene_6915']
dr:D03648,dapiprazole,chemical_mesh_c035289,"['ADRA1A', 'ADRA1B', 'ADRA1D']","['gene_148', 'gene_147', 'gene_146']"
dr:D03649,dapoxetine,chemical_mesh_c080598,['SLC6A4'],['gene_6532']
dr:D03650,darapladib,chemical_mesh_c529040,['PLA2G7'],['gene_7941']
dr:D03652,darbufelone,chemical_mesh_c109268,"['ALOX5', 'PTGS2']","['gene_240', 'gene_5743']"
dr:D03653,darglitazone,chemical_mesh_c089948,['PPARG'],['gene_5468']
dr:D03655,darodipine,chemical_mesh_c034600,"['CACNA1C', 'CACNA1D', 'CACNA1F', 'CACNA1S']","['gene_775', 'gene_776', 'gene_778', 'gene_779']"
dr:D03661,dazmegrel,chemical_mesh_c039242,['TBXAS1'],['gene_6916']
dr:D03663,dazoxiben,chemical_mesh_c029166,['TBXAS1'],['gene_6916']
dr:D03671,deflazacort,chemical_mesh_c021988,['NR3C1'],['gene_2908']
dr:D03672,Delequamine,chemical_mesh_c060956,"['ADRA2A', 'ADRA2B', 'ADRA2C']","['gene_150', 'gene_151', 'gene_152']"
dr:D03685,denufosol tetrasodium,chemical_mesh_c465279,['P2RY2'],['gene_5029']
dr:D03689,deracoxib,chemical_mesh_c471996,['PTGS2'],['gene_5743']
dr:D03693,desloratadine,chemical_mesh_c121345,['HRH1'],['gene_3269']
dr:D03696,Desonide,chemical_mesh_d003898,['NR3C1'],['gene_2908']
dr:D03697,Desoximetasone,chemical_mesh_d003899,['NR3C1'],['gene_2908']
dr:D03698,Desoxycorticosterone Acetate,chemical_mesh_d064791,['NR3C2'],['gene_4306']
dr:D03699,deoxycortone pivalate,chemical_mesh_c019323,['NR3C2'],['gene_4306']
dr:D03702,detomidine,chemical_mesh_c041255,"['ADRA2A', 'ADRA2B', 'ADRA2C']","['gene_150', 'gene_151', 'gene_152']"
dr:D03704,dexbrompheniramine,chemical_mesh_c015121,['HRH1'],['gene_3269']
dr:D03712,firocoxib,chemical_mesh_c487384,['PTGS2'],['gene_5743']
dr:D03713,Dexfenfluramine,chemical_mesh_d020372,['SLC6A4'],['gene_6532']
dr:D03714,lumiracoxib,chemical_mesh_c473384,['PTGS2'],['gene_5743']
dr:D03715,dexibuprofen,chemical_mesh_c539402,"['PTGS1', 'PTGS2']","['gene_5742', 'gene_5743']"
dr:D03716,parecoxib,chemical_mesh_c409945,['PTGS2'],['gene_5743']
dr:D03720,tipifarnib,chemical_mesh_c402769,"['FNTA', 'FNTB']","['gene_2339', 'gene_2342']"
dr:D03721,Dexmethylphenidate Hydrochloride,chemical_mesh_d064699,"['SLC6A2', 'SLC6A3', 'SLC6A4']","['gene_6530', 'gene_6531', 'gene_6532']"
dr:D03722,efegatran,chemical_mesh_c064289,['F2'],['gene_2147']
dr:D03728,napsagatran,chemical_mesh_c087198,['F2'],['gene_2147']
dr:D03730,Dexrazoxane,chemical_mesh_d064730,"['TOP2A', 'TOP2B']","['gene_7153', 'gene_7155']"
dr:D03733,mofegiline,chemical_mesh_c058000,['MAOB'],['gene_4129']
dr:D03735,lecimibide,chemical_mesh_c084073,"['SOAT1', 'SOAT2']","['gene_6646', 'gene_8435']"
dr:D03736,doramapimod,chemical_mesh_c452139,"['MAPK14', 'MAPK11', 'MAPK13', 'MAPK12']","['gene_1432', 'gene_5600', 'gene_5603', 'gene_6300']"
dr:D03738,enalkiren,chemical_mesh_c056622,['REN'],['gene_5972']
dr:D03741,ditekiren,chemical_mesh_c050898,['REN'],['gene_5972']
dr:D03747,4-diethoxyphosphorylmethyl-N-(4-bromo-2-cyanophenyl)benzamide,chemical_mesh_c082137,['LPL'],['gene_4023']
dr:D03749,plomestane,chemical_mesh_c033071,['CYP19A1'],['gene_1588']
dr:D03750,Dextrothyroxine,chemical_mesh_d003918,"['THRA', 'THRB']","['gene_7067', 'gene_7068']"
dr:D03756,Indolapril,chemical_mesh_c038812,['ACE'],['gene_1636']
dr:D03758,libenzapril,chemical_mesh_c052134,['ACE'],['gene_1636']
dr:D03760,CGS 13945,chemical_mesh_c038810,['ACE'],['gene_1636']
dr:D03765,spirapril,chemical_mesh_c052555,['ACE'],['gene_1636']
dr:D03769,Enalaprilat,chemical_mesh_d015773,['ACE'],['gene_1636']
dr:D03772,fosinoprilat,chemical_mesh_c046965,['ACE'],['gene_1636']
dr:D03773,quinaprilat,chemical_mesh_c054501,['ACE'],['gene_1636']
dr:D03775,spiraprilat,chemical_mesh_c076884,['ACE'],['gene_1636']
dr:D03781,liarozole,chemical_mesh_c061121,['CYP19A1'],['gene_1588']
dr:D03786,vorozole,chemical_mesh_c060523,['CYP19A1'],['gene_1588']
dr:D03795,marimastat,chemical_mesh_c100342,"['MMP1', 'MMP2', 'MMP9', 'MMP7', 'MMP3', 'MMP12']","['gene_4312', 'gene_4313', 'gene_4318', 'gene_4316', 'gene_4314', 'gene_4321']"
