gene_name,gene_concept,kegg_ids,drug_names,drug_concepts
NQO1,gene_1728,"['dr:D00564', 'dr:D07064']","['Warfarin', 'Acenocoumarol']","['chemical_mesh_d014859', 'chemical_mesh_d000074']"
TUBB3,gene_10381,"['dr:D00570', 'dr:D01068', 'dr:D01769', 'dr:D02197', 'dr:D02398', 'dr:D03059', 'dr:D04645', 'dr:D04864', 'dr:D06009', 'dr:D06576', 'dr:D08914', 'dr:D09755', 'dr:D10013', 'dr:D10029']","['Colchicine', 'Vinblastine', 'Vindesine', 'Vincristine', 'Estramustine', 'batabulin', 'ixabepilone', 'Maytansine', 'tasidotin', 'cevipabulin', 'eribulin', 'cabazitaxel', 'indibulin', 'verubulin']","['chemical_mesh_d003078', 'chemical_mesh_d014747', 'chemical_mesh_d014751', 'chemical_mesh_d014750', 'chemical_mesh_d004961', 'chemical_mesh_c119368', 'chemical_mesh_c430592', 'chemical_mesh_d008453', 'chemical_mesh_c504233', 'chemical_mesh_c521494', 'chemical_mesh_c490954', 'chemical_mesh_c552428', 'chemical_mesh_c419187', 'chemical_mesh_c522974']"
TUBB4A,gene_10382,"['dr:D00570', 'dr:D01068', 'dr:D01769', 'dr:D02197', 'dr:D02398', 'dr:D03059', 'dr:D04645', 'dr:D04864', 'dr:D06009', 'dr:D06576', 'dr:D08914', 'dr:D09755', 'dr:D10013', 'dr:D10029']","['Colchicine', 'Vinblastine', 'Vindesine', 'Vincristine', 'Estramustine', 'batabulin', 'ixabepilone', 'Maytansine', 'tasidotin', 'cevipabulin', 'eribulin', 'cabazitaxel', 'indibulin', 'verubulin']","['chemical_mesh_d003078', 'chemical_mesh_d014747', 'chemical_mesh_d014751', 'chemical_mesh_d014750', 'chemical_mesh_d004961', 'chemical_mesh_c119368', 'chemical_mesh_c430592', 'chemical_mesh_d008453', 'chemical_mesh_c504233', 'chemical_mesh_c521494', 'chemical_mesh_c490954', 'chemical_mesh_c552428', 'chemical_mesh_c419187', 'chemical_mesh_c522974']"
TUBB4B,gene_10383,"['dr:D00570', 'dr:D01068', 'dr:D01769', 'dr:D02197', 'dr:D02398', 'dr:D03059', 'dr:D04645', 'dr:D04864', 'dr:D06009', 'dr:D06576', 'dr:D08914', 'dr:D09755', 'dr:D10013', 'dr:D10029']","['Colchicine', 'Vinblastine', 'Vindesine', 'Vincristine', 'Estramustine', 'batabulin', 'ixabepilone', 'Maytansine', 'tasidotin', 'cevipabulin', 'eribulin', 'cabazitaxel', 'indibulin', 'verubulin']","['chemical_mesh_d003078', 'chemical_mesh_d014747', 'chemical_mesh_d014751', 'chemical_mesh_d014750', 'chemical_mesh_d004961', 'chemical_mesh_c119368', 'chemical_mesh_c430592', 'chemical_mesh_d008453', 'chemical_mesh_c504233', 'chemical_mesh_c521494', 'chemical_mesh_c490954', 'chemical_mesh_c552428', 'chemical_mesh_c419187', 'chemical_mesh_c522974']"
TUBB,gene_203068,"['dr:D00570', 'dr:D01068', 'dr:D01769', 'dr:D02197', 'dr:D02398', 'dr:D03059', 'dr:D04645', 'dr:D04864', 'dr:D06009', 'dr:D06576', 'dr:D08914', 'dr:D09755', 'dr:D10013', 'dr:D10029']","['Colchicine', 'Vinblastine', 'Vindesine', 'Vincristine', 'Estramustine', 'batabulin', 'ixabepilone', 'Maytansine', 'tasidotin', 'cevipabulin', 'eribulin', 'cabazitaxel', 'indibulin', 'verubulin']","['chemical_mesh_d003078', 'chemical_mesh_d014747', 'chemical_mesh_d014751', 'chemical_mesh_d014750', 'chemical_mesh_d004961', 'chemical_mesh_c119368', 'chemical_mesh_c430592', 'chemical_mesh_d008453', 'chemical_mesh_c504233', 'chemical_mesh_c521494', 'chemical_mesh_c490954', 'chemical_mesh_c552428', 'chemical_mesh_c419187', 'chemical_mesh_c522974']"
TUBB8,gene_347688,"['dr:D00570', 'dr:D01068', 'dr:D01769', 'dr:D02197', 'dr:D02398', 'dr:D03059', 'dr:D04645', 'dr:D04864', 'dr:D06009', 'dr:D06576', 'dr:D08914', 'dr:D09755', 'dr:D10013', 'dr:D10029']","['Colchicine', 'Vinblastine', 'Vindesine', 'Vincristine', 'Estramustine', 'batabulin', 'ixabepilone', 'Maytansine', 'tasidotin', 'cevipabulin', 'eribulin', 'cabazitaxel', 'indibulin', 'verubulin']","['chemical_mesh_d003078', 'chemical_mesh_d014747', 'chemical_mesh_d014751', 'chemical_mesh_d014750', 'chemical_mesh_d004961', 'chemical_mesh_c119368', 'chemical_mesh_c430592', 'chemical_mesh_d008453', 'chemical_mesh_c504233', 'chemical_mesh_c521494', 'chemical_mesh_c490954', 'chemical_mesh_c552428', 'chemical_mesh_c419187', 'chemical_mesh_c522974']"
TUBB2B,gene_347733,"['dr:D00570', 'dr:D01068', 'dr:D01769', 'dr:D02197', 'dr:D02398', 'dr:D03059', 'dr:D04645', 'dr:D04864', 'dr:D06009', 'dr:D06576', 'dr:D08914', 'dr:D09755', 'dr:D10013', 'dr:D10029']","['Colchicine', 'Vinblastine', 'Vindesine', 'Vincristine', 'Estramustine', 'batabulin', 'ixabepilone', 'Maytansine', 'tasidotin', 'cevipabulin', 'eribulin', 'cabazitaxel', 'indibulin', 'verubulin']","['chemical_mesh_d003078', 'chemical_mesh_d014747', 'chemical_mesh_d014751', 'chemical_mesh_d014750', 'chemical_mesh_d004961', 'chemical_mesh_c119368', 'chemical_mesh_c430592', 'chemical_mesh_d008453', 'chemical_mesh_c504233', 'chemical_mesh_c521494', 'chemical_mesh_c490954', 'chemical_mesh_c552428', 'chemical_mesh_c419187', 'chemical_mesh_c522974']"
TUBB2A,gene_7280,"['dr:D00570', 'dr:D01068', 'dr:D01769', 'dr:D02197', 'dr:D02398', 'dr:D03059', 'dr:D04645', 'dr:D04864', 'dr:D06009', 'dr:D06576', 'dr:D08914', 'dr:D09755', 'dr:D10013', 'dr:D10029']","['Colchicine', 'Vinblastine', 'Vindesine', 'Vincristine', 'Estramustine', 'batabulin', 'ixabepilone', 'Maytansine', 'tasidotin', 'cevipabulin', 'eribulin', 'cabazitaxel', 'indibulin', 'verubulin']","['chemical_mesh_d003078', 'chemical_mesh_d014747', 'chemical_mesh_d014751', 'chemical_mesh_d014750', 'chemical_mesh_d004961', 'chemical_mesh_c119368', 'chemical_mesh_c430592', 'chemical_mesh_d008453', 'chemical_mesh_c504233', 'chemical_mesh_c521494', 'chemical_mesh_c490954', 'chemical_mesh_c552428', 'chemical_mesh_c419187', 'chemical_mesh_c522974']"
TUBB1,gene_81027,"['dr:D00570', 'dr:D01068', 'dr:D01769', 'dr:D02197', 'dr:D02398', 'dr:D03059', 'dr:D04645', 'dr:D04864', 'dr:D06009', 'dr:D06576', 'dr:D08914', 'dr:D09755', 'dr:D10013', 'dr:D10029']","['Colchicine', 'Vinblastine', 'Vindesine', 'Vincristine', 'Estramustine', 'batabulin', 'ixabepilone', 'Maytansine', 'tasidotin', 'cevipabulin', 'eribulin', 'cabazitaxel', 'indibulin', 'verubulin']","['chemical_mesh_d003078', 'chemical_mesh_d014747', 'chemical_mesh_d014751', 'chemical_mesh_d014750', 'chemical_mesh_d004961', 'chemical_mesh_c119368', 'chemical_mesh_c430592', 'chemical_mesh_d008453', 'chemical_mesh_c504233', 'chemical_mesh_c521494', 'chemical_mesh_c490954', 'chemical_mesh_c552428', 'chemical_mesh_c419187', 'chemical_mesh_c522974']"
TUBB6,gene_84617,"['dr:D00570', 'dr:D01068', 'dr:D01769', 'dr:D02197', 'dr:D02398', 'dr:D03059', 'dr:D04645', 'dr:D04864', 'dr:D06009', 'dr:D06576', 'dr:D08914', 'dr:D09755', 'dr:D10013', 'dr:D10029']","['Colchicine', 'Vinblastine', 'Vindesine', 'Vincristine', 'Estramustine', 'batabulin', 'ixabepilone', 'Maytansine', 'tasidotin', 'cevipabulin', 'eribulin', 'cabazitaxel', 'indibulin', 'verubulin']","['chemical_mesh_d003078', 'chemical_mesh_d014747', 'chemical_mesh_d014751', 'chemical_mesh_d014750', 'chemical_mesh_d004961', 'chemical_mesh_c119368', 'chemical_mesh_c430592', 'chemical_mesh_d008453', 'chemical_mesh_c504233', 'chemical_mesh_c521494', 'chemical_mesh_c490954', 'chemical_mesh_c552428', 'chemical_mesh_c419187', 'chemical_mesh_c522974']"
GNRHR,gene_2798,"['dr:D00573', 'dr:D06247', 'dr:D08635', 'dr:D09335', 'dr:D10888']","['Goserelin', 'Triptorelin Pamoate', 'acetyl-2-naphthylalanyl-3-chlorophenylalanyl-1-oxohexadecyl-seryl-4-aminophenylalanyl(hydroorotyl)-4-aminophenylalanyl(carbamoyl)-leucyl-ILys-prolyl-alaninamide', 'elagolix', 'relugolix']","['chemical_mesh_d017273', 'chemical_mesh_d017329', 'chemical_mesh_c431566', 'chemical_mesh_c539351', 'chemical_mesh_c561634']"
TYMS,gene_7298,"['dr:D00584', 'dr:D01064', 'dr:D01244', 'dr:D01309', 'dr:D01784', 'dr:D04197', 'dr:D04964', 'dr:D10803']","['Fluorouracil', 'raltitrexed', 'Tegafur', 'doxifluridine', 'carmofur', 'Floxuridine', 'AG 331', 'ZD 9331']","['chemical_mesh_d005472', 'chemical_mesh_c068874', 'chemical_mesh_d005641', 'chemical_mesh_c025034', 'chemical_mesh_c017367', 'chemical_mesh_d005467', 'chemical_mesh_c087748', 'chemical_mesh_c094299']"
PRKAA1,gene_5562,"['dr:D00595', 'dr:D00944', 'dr:D08351']","['Buformin', 'Metformin', 'Phenformin']","['chemical_mesh_d002026', 'chemical_mesh_d008687', 'chemical_mesh_d010629']"
PRKAA2,gene_5563,"['dr:D00595', 'dr:D00944', 'dr:D08351']","['Buformin', 'Metformin', 'Phenformin']","['chemical_mesh_d002026', 'chemical_mesh_d008687', 'chemical_mesh_d010629']"
KCNQ1,gene_3784,"['dr:D00631', 'dr:D00636', 'dr:D03037', 'dr:D09569', 'dr:D09757', 'dr:D09758']","['Bepridil', 'Amiodarone', 'azimilide', 'ezogabine', 'terikalant', 'ambasilide']","['chemical_mesh_d015764', 'chemical_mesh_d000638', 'chemical_mesh_c086123', 'chemical_mesh_c101866', 'chemical_mesh_c063899', 'chemical_mesh_c075113']"
KCNA5,gene_3741,"['dr:D00631', 'dr:D04127', 'dr:D06665']","['Bepridil', '4-Aminopyridine', 'vernakalant']","['chemical_mesh_d015764', 'chemical_mesh_d015761', 'chemical_mesh_c524581']"
KCND3,gene_3752,"['dr:D00631', 'dr:D00636', 'dr:D00730', 'dr:D01856', 'dr:D03547', 'dr:D04127', 'dr:D06665']","['Bepridil', 'Amiodarone', 'butamben', 'nifekalant', 'clofilium', '4-Aminopyridine', 'vernakalant']","['chemical_mesh_d015764', 'chemical_mesh_d000638', 'chemical_mesh_c004605', 'chemical_mesh_c076259', 'chemical_mesh_c022799', 'chemical_mesh_d015761', 'chemical_mesh_c524581']"
KCNJ3,gene_3760,"['dr:D00631', 'dr:D00636']","['Bepridil', 'Amiodarone']","['chemical_mesh_d015764', 'chemical_mesh_d000638']"
KCNJ5,gene_3762,"['dr:D00631', 'dr:D00636']","['Bepridil', 'Amiodarone']","['chemical_mesh_d015764', 'chemical_mesh_d000638']"
KCNJ8,gene_3764,"['dr:D00631', 'dr:D00636']","['Bepridil', 'Amiodarone']","['chemical_mesh_d015764', 'chemical_mesh_d000638']"
KCNJ12,gene_3768,"['dr:D00631', 'dr:D00636', 'dr:D01856', 'dr:D09757']","['Bepridil', 'Amiodarone', 'nifekalant', 'terikalant']","['chemical_mesh_d015764', 'chemical_mesh_d000638', 'chemical_mesh_c076259', 'chemical_mesh_c063899']"
HTR1A,gene_3350,"['dr:D00681', 'dr:D00702', 'dr:D01321', 'dr:D01537', 'dr:D01992', 'dr:D02568', 'dr:D02577', 'dr:D02680', 'dr:D02688', 'dr:D04314', 'dr:D04533', 'dr:D04611', 'dr:D05523', 'dr:D05804', 'dr:D06566', 'dr:D07700', 'dr:D07906', 'dr:D08385', 'dr:D09366', 'dr:D09876', 'dr:D10309']","['Methysergide', 'Buspirone', 'zotepine', 'xaliproden', 'tandospirone', 'flesinoxan', 'flibanserin', 'pipothiazine palmitate', 'tiospirone', 'gepirone', 'indorenate', 'ipsapirone', 'Pizotyline', 'sarizotan', 'bifeprunox', 'cinitapride', 'Ergotamine', 'pipothiazine', 'pardoprunox', 'cariprazine', 'brexpiprazole']","['chemical_mesh_d008784', 'chemical_mesh_d002065', 'chemical_mesh_c022172', 'chemical_mesh_c462299', 'chemical_mesh_c055267', 'chemical_mesh_c056895', 'chemical_mesh_c098107', 'chemical_mesh_c084607', 'chemical_mesh_c042709', 'chemical_mesh_c039979', 'chemical_mesh_c033600', 'chemical_mesh_c043077', 'chemical_mesh_d010918', 'chemical_mesh_c443959', 'chemical_mesh_c509981', 'chemical_mesh_c045316', 'chemical_mesh_d004878', 'chemical_mesh_c084783', 'chemical_mesh_c480679', 'chemical_mesh_c533287', 'chemical_mesh_c000591922']"
HTR7,gene_3363,['dr:D00681'],['Methysergide'],['chemical_mesh_d008784']
GRIN1,gene_2902,"['dr:D00711', 'dr:D00774', 'dr:D00775', 'dr:D00777', 'dr:D00848', 'dr:D02102', 'dr:D02410', 'dr:D03878', 'dr:D04308', 'dr:D04728', 'dr:D04905', 'dr:D05447', 'dr:D05453', 'dr:D05714', 'dr:D06146', 'dr:D07306', 'dr:D09917']","['Ketamine', 'Orphenadrine', 'Riluzole', 'Amantadine', 'Dextromethorphan', 'Methadone', 'selfotel', 'Dizocilpine Maleate', '3-(2-((phenylamino)carbonyl)ethenyl)-4,6-dichloroindole-2-carboxylic acid', 'licostinel', 'Memantine', 'EAA-090', 'Phencyclidine', 'remacemide', 'Tiletamine', 'budipine', 'latrepirdine']","['chemical_mesh_d007649', 'chemical_mesh_d009966', 'chemical_mesh_d019782', 'chemical_mesh_d000547', 'chemical_mesh_d003915', 'chemical_mesh_d008691', 'chemical_mesh_c053672', 'chemical_mesh_d016291', 'chemical_mesh_c105319', 'chemical_mesh_c092062', 'chemical_mesh_d008559', 'chemical_mesh_c110623', 'chemical_mesh_d010622', 'chemical_mesh_c067553', 'chemical_mesh_d013992', 'chemical_mesh_c026710', 'chemical_mesh_c010119']"
GRIN2A,gene_2903,"['dr:D00711', 'dr:D00774', 'dr:D00775', 'dr:D00777', 'dr:D00848', 'dr:D02102', 'dr:D02410', 'dr:D03878', 'dr:D04308', 'dr:D04728', 'dr:D04905', 'dr:D05447', 'dr:D05453', 'dr:D05714', 'dr:D06146', 'dr:D07306', 'dr:D09917']","['Ketamine', 'Orphenadrine', 'Riluzole', 'Amantadine', 'Dextromethorphan', 'Methadone', 'selfotel', 'Dizocilpine Maleate', '3-(2-((phenylamino)carbonyl)ethenyl)-4,6-dichloroindole-2-carboxylic acid', 'licostinel', 'Memantine', 'EAA-090', 'Phencyclidine', 'remacemide', 'Tiletamine', 'budipine', 'latrepirdine']","['chemical_mesh_d007649', 'chemical_mesh_d009966', 'chemical_mesh_d019782', 'chemical_mesh_d000547', 'chemical_mesh_d003915', 'chemical_mesh_d008691', 'chemical_mesh_c053672', 'chemical_mesh_d016291', 'chemical_mesh_c105319', 'chemical_mesh_c092062', 'chemical_mesh_d008559', 'chemical_mesh_c110623', 'chemical_mesh_d010622', 'chemical_mesh_c067553', 'chemical_mesh_d013992', 'chemical_mesh_c026710', 'chemical_mesh_c010119']"
GRIN2B,gene_2904,"['dr:D00711', 'dr:D00774', 'dr:D00775', 'dr:D00777', 'dr:D00848', 'dr:D02102', 'dr:D02410', 'dr:D03100', 'dr:D03878', 'dr:D04308', 'dr:D04728', 'dr:D04905', 'dr:D05447', 'dr:D05453', 'dr:D05714', 'dr:D06146', 'dr:D06204', 'dr:D07306', 'dr:D09917', 'dr:D11340']","['Ketamine', 'Orphenadrine', 'Riluzole', 'Amantadine', 'Dextromethorphan', 'Methadone', 'selfotel', 'besonprodil', 'Dizocilpine Maleate', '3-(2-((phenylamino)carbonyl)ethenyl)-4,6-dichloroindole-2-carboxylic acid', 'licostinel', 'Memantine', 'EAA-090', 'Phencyclidine', 'remacemide', 'Tiletamine', 'traxoprodil mesylate', 'budipine', 'latrepirdine', '4-methylbenzyl 3-fluoro-4-((pyrimidin-2-ylamino)methyl)piperidine-1-carboxylate']","['chemical_mesh_d007649', 'chemical_mesh_d009966', 'chemical_mesh_d019782', 'chemical_mesh_d000547', 'chemical_mesh_d003915', 'chemical_mesh_d008691', 'chemical_mesh_c053672', 'chemical_mesh_c481484', 'chemical_mesh_d016291', 'chemical_mesh_c105319', 'chemical_mesh_c092062', 'chemical_mesh_d008559', 'chemical_mesh_c110623', 'chemical_mesh_d010622', 'chemical_mesh_c067553', 'chemical_mesh_d013992', 'chemical_mesh_c095106', 'chemical_mesh_c026710', 'chemical_mesh_c010119', 'chemical_mesh_c576352']"
GRIN2C,gene_2905,"['dr:D00711', 'dr:D00774', 'dr:D00775', 'dr:D00777', 'dr:D00848', 'dr:D02102', 'dr:D02410', 'dr:D03878', 'dr:D04308', 'dr:D04728', 'dr:D04905', 'dr:D05447', 'dr:D05453', 'dr:D05714', 'dr:D06146', 'dr:D07306', 'dr:D09917']","['Ketamine', 'Orphenadrine', 'Riluzole', 'Amantadine', 'Dextromethorphan', 'Methadone', 'selfotel', 'Dizocilpine Maleate', '3-(2-((phenylamino)carbonyl)ethenyl)-4,6-dichloroindole-2-carboxylic acid', 'licostinel', 'Memantine', 'EAA-090', 'Phencyclidine', 'remacemide', 'Tiletamine', 'budipine', 'latrepirdine']","['chemical_mesh_d007649', 'chemical_mesh_d009966', 'chemical_mesh_d019782', 'chemical_mesh_d000547', 'chemical_mesh_d003915', 'chemical_mesh_d008691', 'chemical_mesh_c053672', 'chemical_mesh_d016291', 'chemical_mesh_c105319', 'chemical_mesh_c092062', 'chemical_mesh_d008559', 'chemical_mesh_c110623', 'chemical_mesh_d010622', 'chemical_mesh_c067553', 'chemical_mesh_d013992', 'chemical_mesh_c026710', 'chemical_mesh_c010119']"
GRIN2D,gene_2906,"['dr:D00711', 'dr:D00774', 'dr:D00775', 'dr:D00777', 'dr:D00848', 'dr:D02102', 'dr:D02410', 'dr:D03878', 'dr:D04308', 'dr:D04728', 'dr:D04905', 'dr:D05447', 'dr:D05453', 'dr:D05714', 'dr:D06146', 'dr:D07306', 'dr:D09917']","['Ketamine', 'Orphenadrine', 'Riluzole', 'Amantadine', 'Dextromethorphan', 'Methadone', 'selfotel', 'Dizocilpine Maleate', '3-(2-((phenylamino)carbonyl)ethenyl)-4,6-dichloroindole-2-carboxylic acid', 'licostinel', 'Memantine', 'EAA-090', 'Phencyclidine', 'remacemide', 'Tiletamine', 'budipine', 'latrepirdine']","['chemical_mesh_d007649', 'chemical_mesh_d009966', 'chemical_mesh_d019782', 'chemical_mesh_d000547', 'chemical_mesh_d003915', 'chemical_mesh_d008691', 'chemical_mesh_c053672', 'chemical_mesh_d016291', 'chemical_mesh_c105319', 'chemical_mesh_c092062', 'chemical_mesh_d008559', 'chemical_mesh_c110623', 'chemical_mesh_d010622', 'chemical_mesh_c067553', 'chemical_mesh_d013992', 'chemical_mesh_c026710', 'chemical_mesh_c010119']"
OPRD1,gene_4985,"['dr:D00729', 'dr:D00843', 'dr:D00847', 'dr:D01340', 'dr:D02095', 'dr:D02104', 'dr:D07113', 'dr:D07937', 'dr:D08100', 'dr:D10403']","['Loperamide', 'Nalbuphine', 'Oxycodone', 'Naloxone', 'Naltrexone', 'nalmefene', 'loperamide oxide', 'Etorphine', 'ketobemidone', 'eluxadoline']","['chemical_mesh_d008139', 'chemical_mesh_d009266', 'chemical_mesh_d010098', 'chemical_mesh_d009270', 'chemical_mesh_d009271', 'chemical_mesh_c038981', 'chemical_mesh_c066043', 'chemical_mesh_d005048', 'chemical_mesh_c012394', 'chemical_mesh_c583636']"
KCND1,gene_3750,"['dr:D00730', 'dr:D03547', 'dr:D04127']","['butamben', 'clofilium', '4-Aminopyridine']","['chemical_mesh_c004605', 'chemical_mesh_c022799', 'chemical_mesh_d015761']"
KCND2,gene_3751,"['dr:D00730', 'dr:D03547', 'dr:D04127']","['butamben', 'clofilium', '4-Aminopyridine']","['chemical_mesh_c004605', 'chemical_mesh_c022799', 'chemical_mesh_d015761']"
IMPDH1,gene_3614,"['dr:D00752', 'dr:D01392', 'dr:D04936', 'dr:D06130']","['Mycophenolic Acid', 'mizoribine', 'N-3-(3-(3-methoxy-4-oxazol-5-ylphenyl)ureido)benzylcarbamic acid tetrahydrofuran-3-yl ester', 'tiazofurin']","['chemical_mesh_d009173', 'chemical_mesh_c010052', 'chemical_mesh_c407002', 'chemical_mesh_c033706']"
IMPDH2,gene_3615,"['dr:D00752', 'dr:D01392', 'dr:D04936', 'dr:D06130']","['Mycophenolic Acid', 'mizoribine', 'N-3-(3-(3-methoxy-4-oxazol-5-ylphenyl)ureido)benzylcarbamic acid tetrahydrofuran-3-yl ester', 'tiazofurin']","['chemical_mesh_d009173', 'chemical_mesh_c010052', 'chemical_mesh_c407002', 'chemical_mesh_c033706']"
TNF,gene_7124,"['dr:D00754', 'dr:D01583', 'dr:D08976']","['Thalidomide', 'pirfenidone', 'pomalidomide']","['chemical_mesh_d013792', 'chemical_mesh_c093844', 'chemical_mesh_c467566']"
CHRNA1,gene_1134,"['dr:D00761', 'dr:D00766', 'dr:D00999', 'dr:D02364', 'dr:D03365', 'dr:D04303']","['metocurine', 'Succinylcholine', 'Acetylcholine', 'Lobeline', 'Nicotine', 'gantacurium']","['chemical_mesh_c032943', 'chemical_mesh_d013390', 'chemical_mesh_d000109', 'chemical_mesh_d008120', 'chemical_mesh_d009538', 'chemical_mesh_c451919']"
CHRNB1,gene_1140,"['dr:D00761', 'dr:D00766', 'dr:D00999', 'dr:D02364', 'dr:D03365', 'dr:D04303']","['metocurine', 'Succinylcholine', 'Acetylcholine', 'Lobeline', 'Nicotine', 'gantacurium']","['chemical_mesh_c032943', 'chemical_mesh_d013390', 'chemical_mesh_d000109', 'chemical_mesh_d008120', 'chemical_mesh_d009538', 'chemical_mesh_c451919']"
CHRND,gene_1144,"['dr:D00761', 'dr:D00766', 'dr:D00999', 'dr:D02364', 'dr:D03365', 'dr:D04303']","['metocurine', 'Succinylcholine', 'Acetylcholine', 'Lobeline', 'Nicotine', 'gantacurium']","['chemical_mesh_c032943', 'chemical_mesh_d013390', 'chemical_mesh_d000109', 'chemical_mesh_d008120', 'chemical_mesh_d009538', 'chemical_mesh_c451919']"
CHRNE,gene_1145,"['dr:D00761', 'dr:D00766', 'dr:D00999', 'dr:D02364', 'dr:D03365', 'dr:D04303']","['metocurine', 'Succinylcholine', 'Acetylcholine', 'Lobeline', 'Nicotine', 'gantacurium']","['chemical_mesh_c032943', 'chemical_mesh_d013390', 'chemical_mesh_d000109', 'chemical_mesh_d008120', 'chemical_mesh_d009538', 'chemical_mesh_c451919']"
CHRNG,gene_1146,"['dr:D00761', 'dr:D00766', 'dr:D00999', 'dr:D02364', 'dr:D03365', 'dr:D04303']","['metocurine', 'Succinylcholine', 'Acetylcholine', 'Lobeline', 'Nicotine', 'gantacurium']","['chemical_mesh_c032943', 'chemical_mesh_d013390', 'chemical_mesh_d000109', 'chemical_mesh_d008120', 'chemical_mesh_d009538', 'chemical_mesh_c451919']"
GRIN3A,gene_116443,['dr:D00774'],['Orphenadrine'],['chemical_mesh_d009966']
GRIN3B,gene_116444,['dr:D00774'],['Orphenadrine'],['chemical_mesh_d009966']
GRIA1,gene_2890,"['dr:D00775', 'dr:D02696', 'dr:D06656', 'dr:D08964', 'dr:D09035', 'dr:D09931']","['Riluzole', 'talampanel', 'tezampanel', 'perampanel', 'YM 872', ""N-((2-(4'-(2-(methylsulfonyl)amino)ethyl)(1,1'-biphenyl)-4-yl)propyl)-2-propanesulfonamide""]","['chemical_mesh_d019782', 'chemical_mesh_c085266', 'chemical_mesh_c082309', 'chemical_mesh_c551441', 'chemical_mesh_c110629', 'chemical_mesh_c512030']"
GRIA2,gene_2891,"['dr:D00775', 'dr:D02696', 'dr:D06656', 'dr:D08964', 'dr:D09035', 'dr:D09931']","['Riluzole', 'talampanel', 'tezampanel', 'perampanel', 'YM 872', ""N-((2-(4'-(2-(methylsulfonyl)amino)ethyl)(1,1'-biphenyl)-4-yl)propyl)-2-propanesulfonamide""]","['chemical_mesh_d019782', 'chemical_mesh_c085266', 'chemical_mesh_c082309', 'chemical_mesh_c551441', 'chemical_mesh_c110629', 'chemical_mesh_c512030']"
GRIA3,gene_2892,"['dr:D00775', 'dr:D02696', 'dr:D06656', 'dr:D08964', 'dr:D09035', 'dr:D09931']","['Riluzole', 'talampanel', 'tezampanel', 'perampanel', 'YM 872', ""N-((2-(4'-(2-(methylsulfonyl)amino)ethyl)(1,1'-biphenyl)-4-yl)propyl)-2-propanesulfonamide""]","['chemical_mesh_d019782', 'chemical_mesh_c085266', 'chemical_mesh_c082309', 'chemical_mesh_c551441', 'chemical_mesh_c110629', 'chemical_mesh_c512030']"
GRIA4,gene_2893,"['dr:D00775', 'dr:D02696', 'dr:D06656', 'dr:D08964', 'dr:D09035', 'dr:D09931']","['Riluzole', 'talampanel', 'tezampanel', 'perampanel', 'YM 872', ""N-((2-(4'-(2-(methylsulfonyl)amino)ethyl)(1,1'-biphenyl)-4-yl)propyl)-2-propanesulfonamide""]","['chemical_mesh_d019782', 'chemical_mesh_c085266', 'chemical_mesh_c082309', 'chemical_mesh_c551441', 'chemical_mesh_c110629', 'chemical_mesh_c512030']"
GRIK1,gene_2897,"['dr:D00775', 'dr:D06656']","['Riluzole', 'tezampanel']","['chemical_mesh_d019782', 'chemical_mesh_c082309']"
GRIK2,gene_2898,"['dr:D00775', 'dr:D06656']","['Riluzole', 'tezampanel']","['chemical_mesh_d019782', 'chemical_mesh_c082309']"
GRIK3,gene_2899,"['dr:D00775', 'dr:D06656']","['Riluzole', 'tezampanel']","['chemical_mesh_d019782', 'chemical_mesh_c082309']"
GRIK4,gene_2900,"['dr:D00775', 'dr:D06656']","['Riluzole', 'tezampanel']","['chemical_mesh_d019782', 'chemical_mesh_c082309']"
GRIK5,gene_2901,"['dr:D00775', 'dr:D06656']","['Riluzole', 'tezampanel']","['chemical_mesh_d019782', 'chemical_mesh_c082309']"
PRL,gene_5617,"['dr:D00780', 'dr:D01348']","['Bromocriptine', 'dironyl']","['chemical_mesh_d001971', 'chemical_mesh_c006208']"
SIGMAR1,gene_10280,"['dr:D00848', 'dr:D01477', 'dr:D02684', 'dr:D02688', 'dr:D04148', 'dr:D04502', 'dr:D07316']","['Dextromethorphan', 'Opipramol', 'rimcazole', 'tiospirone', 'Fenfluramine', 'igmesine', 'captodiamine']","['chemical_mesh_d003915', 'chemical_mesh_d009888', 'chemical_mesh_c034931', 'chemical_mesh_c042709', 'chemical_mesh_d005277', 'chemical_mesh_c065310', 'chemical_mesh_c495502']"
FDPS,gene_2224,"['dr:D00939', 'dr:D07123', 'dr:D09198']","['Alendronate', 'cimadronate', 'YM 529']","['chemical_mesh_d019386', 'chemical_mesh_c071542', 'chemical_mesh_c087958']"
IGF1R,gene_3480,"['dr:D00967', 'dr:D04491', 'dr:D09925']","['Toremifene', 'ibutamoren mesylate', '3-(8-amino-1-(2-phenylquinolin-7-yl)imidazo(1,5-a)pyrazin-3-yl)-1-methylcyclobutanol']","['chemical_mesh_d017312', 'chemical_mesh_c094817', 'chemical_mesh_c551528']"
THRA,gene_7067,"['dr:D01010', 'dr:D01011', 'dr:D03750', 'dr:D07214']","['Thyroxine', 'Triiodothyronine', 'Dextrothyroxine', ""3,3',5-triiodothyroacetic acid""]","['chemical_mesh_d013974', 'chemical_mesh_d014284', 'chemical_mesh_d003918', 'chemical_mesh_c010642']"
